NAME;LUN;NAME_TYPE;IAU_TYPE;TYPE;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;LENGTH_KM;WIDE_KM;LENGTH_ARCSEC;HEIGHT_M;RAPPORT;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU
BUISSON;AA0147S11295E;;AA;Crater;;;;;;Henri Buisson;UAI 1970 ?;;Not known;Not known;Not known;astronomer;France;French;20;;??;1873;??;1944;??;112.950816;112.950816;112.951° East;-1.467056;1.467° South;Farside;South-East;;56;56;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BULLIALDUS;AA2075S02226W;;AA;Krater;;;Eratosthenianische (Von -3.2 Mrd. bis -1.1 Mrd. Jahre);;;Ismaël Bouillau;Riccioli (1651);;Medicaei;Insula Creta;Bullialdus;Astronom und Historiker;Frankreich;französischer;17;17. Jhd.;?;1605;?;1694;??;-22.263213;337.736787;22.263° West;-20.74771;20.748° South;Nearside;Süd-West;West Teil von Mare Nubium;61;61;;3510;0.0575;Isolierte, kreisförmige Formation, gelegen an der Westböschung von Mare Nubium.;;Sehr steile und zerklüftete Abhänge, angrenzend an den kleinen Krater Bullialdus L zum Westen hin, Bullialdus E zum Süd-Westen hin und Krater Bullialdus A und B zum Süden hin.;Sehr hohe Wände in Terrassen mit niedrigen Abhängen zum Süd-Westen hin.;Kleine, ausgedehnte und flache Ebene mit Ruinen zum Süd-Westen hin. Mächtiger Zentralberg mit verschiedenen Gipfeln. Strahlen.;4;Außergewöhnliche Formation;9;2 Tage nach ersterm Viertel;1 Tag nach Letztes Viertel;30;10x Doppelfernrohr;50 mm Refraktor
BUNSEN;AA4140N08546W;;AA;Krater;;;Entstehungsperiode nicht gefunden;;;Robert Wilhelm Bunsen;Schmidt (1878);;Kein Name;Kein Name;Kein Name;Physiker und Chemiker;Deutschland;deutscher;19;19. Jhd.;Göttingen;1811;Heidelberg;1899;Erfinder einer elektrischen Batterie und vieler Maschinen.  Erfinder der Spektralanalyse.;-85.459649;274.540351;85.460° West;41.403584;41.404° North;Librations zone;Nord-West;Mond Nord-West Bogen;53;52;;0;0;Gelegen in der Liberationszone. Kreisförmige Formation.;;Kleine, steile Stelle;Kleine, hohe Wände, abgewrackt zum Süden hin.;Flache Ebene.;1;Wenig interessant oder schwierige Formation;14;Vollmond;6 Tage nach letztem Viertel;30;10x Doppelfernrohr;50 mm Refraktor
BURBIDGE;AA863500S486000;IAU Named formation;AA;Crater;Not determined;Meteoritic impact;Formation period not found;Period source not found;No details;Eleanor Margaret Burbidge;IAU 2023;02/08/2023 00:00:00;Not named;Not named;Not named;Astronomer and astrophysicist;U. S. A.;American;20;20 th Century;Davenport;1919;San Francisco;2020;Spouse of Geoffrey Burbidge. Head of the Greenwich observatory on 1972. President of the  American Society of Astronomy on 1976. Developer of one of the spectrograph of the Hubble Space Telescope.;48.6;48.6;48 ° 36 ' East;-86.35;86 ° 21 ' South;Nearside;South-East;South Pole area;21;21;10.5;Unknown height.;Unknown height. Impossible calculation.;Circular formation on the South slope of Nobile Crater;;Steep slopes.;High walls;Very small flat floor.;1;Low interest or difficult formation;4;Four days after New Moon;Three days after Full Moon;50;50 mm refractor;100 mm refractor
BURCKHARDT;AA3111N05639E;;AA;Krater;;;Untere Imbrianische (Von -3.85 Mrd. bis -3.8 Mrd. Jahre);;;Johan K. Burckhardt;Mädler (1837);;Barreae;Montes Riphaei;Kein Name;Astronom und Meteorologe;Deutschland;deutscher;18;18. Jhd.;?;1773;?;1825;??;56.387623;56.387623;56.388° East;31.107234;31.107° North;Nearside;Nord-Ost;Mond Nord-Ost Bogen;58;57;;4840;0.0849;Kreisförmige Formation.;;Steile Stelle, angrenzend an Burckhardt E zum Süd-Westen hin, Burckhardt F zum Nord-Osten hin und Burckhardt A zum Süd-Osten hin.;Hohe Wände.;Flache Ebene. Zentralberg. Kammlinie zum Süd-Osten hin.;3;Sehr interessante Formation;3;3 Tage nach Neumond;2 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
BURG;AA4507N02821E;;AA;Krater;;;Copernicianische (Von -1.1 Mrd. bis heute);;;Johann Tobias Bürg;Mädler (1837);;Thales;Kein Name;Kein Name;Astronom;Österreich;österreichischer;19;19. Jhd.;?;1766;?;1834;Autor einer Theorie der Mondbewegung.;28.208134;28.208134;28.208° East;45.073391;45.073° North;Nearside;Nord-Ost;Nord-östlich von Mare Serenitatis Region;40;40;;2200;0.055;Kreisförmige Formation, in deren Hintergrund Berge aufsteigen.;;Steile Stelle.;Hohe Wände in Terrassen.;Flache Ebene. Zentralberg.;3;Sehr interessante Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
BURNHAM;AA1392S00725E;;AA;Krater;;;Pre-Imbrianische (Von -4.55 Mrd. bis -3.85 Mrd. Jahre) ?;;;Sherburne W. Burnham;Krieger / König (1912);;Kein Name;Kein Name;Kein Name;Astronom;U. S. A.;amerikanischer;19;19. Jhd.;?;1838;?;1921;Amateur-Astronom hat mehr als 1300 Doppelsterne entdeckt.;7.251298;7.251298;7.251° East;-13.920762;13.921° South;Nearside;Süd-Ost;östlich von Ptolemaeus Krater Region;25;25;;0;0;Süd Nord ausgerichtete, längliche und abgewrackte Formation. Scheint das Resultat der Fusion von 3 Kratern zu sein.;;Kleine, steile Stelle, angrenzend an Burnham A zum Süden hin und Burnham L zum Süd-Osten hin.;Kleine, hohe Wände, zerstört zum Süden hin durch Burnham F und zerfurcht zum Norden hin von Burnham K.;Sehr zerklüftete Ebene mit kleinen Kratern und Kammlinien.;3;Sehr interessante Formation;6;6 Tage nach Neumond;5 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
BUSCHING;AA3804S01996E;;AA;Krater;;;Pre-Imbrianische (Von -4.55 Mrd. bis -3.85 Mrd. Jahre) ?;;;Anton F. Büsching;Mädler (1837);;Kein Name;Kein Name;Kein Name;Philosoph und Geograph;Deutschland;deutscher;18;18. Jhd.;?;1724;?;1793;;19.955111;19.955111;19.955° East;-38.042463;38.042° South;Nearside;Süd-Ost;Maurolycus Krater Region;53;53;;1700;0.0327;Kreisförmige Formation, bildet ein interesanntes Paar mit Buch.;;Ziemlich steile Stelle, angrenzend an Buch zum Süd-Westen hin und viele kleine Krater, welche eine Kette bilden,  zum Osten hin.;Ziemlich hohe Wände.;Zerklüftete, flache Ebene zum Westen hin, angrenzend an einen kleinen Krater zum Süd-Osten hin. Hügel und Kleine Krater.;3;Sehr interessante Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
BUTLEROV;AA1205N10881W;;AA;Crater;;;;;;Aleksandr Mikaïlovitch Butlerov;UAI 1970 ?;;Not known;Not known;Not known;chemist;Russia;Russian;19;;Tchistopol;1828;Boutlerovka;1886;Member of Saint Petersburg Academy of Sciences in 1870. Works on fat alcohools. Discoverer of  trimethylcarbinol. Author of organic compounds structures theory with Couper and Kekule. ;-108.805171;251.194829;108.805° West;12.049976;12.050° North;Farside;North-West;;40;40;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BUYS-BALLOT;AA2086N17482E;;AA;Crater;;;;;;Christophorus Henricus Didericus Buys-Ballot;UAI 1991 ?;;Not known;Not known;Not known;meterologist;Netherands;Dutch;19;;Kloetingue;1817;Utrecht;1890;Author of a law about depressions direction center. Founder of the Dutch Meteorological Institute in 1854.;174.822436;174.822436;174.822° East;20.857345;20.857° North;Farside;North-East;;55;55;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
BYRD;AA8543N01007E;;AA;Umwandete Fläche;;;Entstehungsperiode nicht gefunden;;;Richard Evelyn Byrd;Arthur / Whitaker (1963);;Kein Name;Kein Name;Kein Name;Pilot, Segler und Entdecker;U. S. A.;amerikanischer;20;20. Jhd.;Winchester;1888;Boston;1957;Erster Flug über den Nordpol am 9. Mai 1926. Erster Flug über den Südpol am 29. November 1928.;10.069924;10.069924;10.070° East;85.428332;85.428° North;Nearside;Nord-Ost;Mond Nord Bogen;94;94;;0;0;Gelegen in der Nähe des Nordpol des Mondes. Kreisförmige Formation.;;Kleine, steile Stelle, angrenzend an viele Krater, wie Peary zum Norden hin und Gioja zum Süden hin.;Kleine, hohe Wände.;Flache Ebene.;1;Wenig interessant oder schwierige Formation;6;6 Tage nach Neumond;5 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
BYRGIUS;AA2473S06538W;;AA;Krater;;;Nectarianische (Von -3.92 Mrd. bis -3.85 Mrd. Jahre) ?;;;Joost Bürgi;Riccioli (1651);;Kein Name;Mons Acabe;Byrgius;Uhrmacher;Schweiz;schweizer;16;16. Jhd.;Lichtensteig;1552;Kassel;1632;Hersteller von Präzisionsinstrumenten und Mitarbeiter von Kepler. Konstrukteur von Uhren und Himmelskugeln.;-65.379875;294.620125;65.380° West;-24.731054;24.731° South;Nearside;Süd-West;Mond West-Süd-Westbogen;88;87;;0;0;Kreisförmige Formation, gelegen in einer zerklüfteten Region.;;Steile Stelle, angrenzend an Byrgius D zum Nord-Westen hin und 2 Kleine Krater zum Süd-Westen hin.;Ziemlich hohe Wände, zerfurcht zum Osten hin von Byrgius A.;Flache Ebene, zerklüftet zum Süd-Westen hin. Kleine Krater. Strahlen, deren Quelle Byrgius A ist.;3;Sehr interessante Formation;12;5 Tage nach ersterm Viertel;4 Tage nach letztem Viertel;30;10x Doppelfernrohr;50 mm Refraktor
C. HERSCHEL;AA3448N03129W;;AA;Krater;;;Eratosthenianische (Von -3.2 Mrd. bis -1.1 Mrd. Jahre) ?;;;CaroLinie Herschel;Birt / Lee (1865);;Kein Name;Kein Name;Kein Name;Astronom;England;englischer;18;18. Jhd.;Hanovre;1750;Hanovre;1848;;-31.29495;328.70505;31.295° West;34.481527;34.482° North;Nearside;Nord-West;Nord-West Teil von Mare Imbrium;13;13;;1850;0.1381;Gelegen auf einem faltigen Rücken. Isolierte, kreisförmige Formation.;;;Kleine, hohe Wände.;Flache Ebene, gefüllt mit Lava.;2;Ziemlich interessante Formation;10;3 Tage nach ersterm Viertel;2 Tage nach letztem Viertel;50;50 mm Refraktor;100 mm Refraktor
C. MAYER;AA6326N01731E;;AA;Krater;;;Obere Imbrianische (Von -3.8 Mrd. bis -3.2 Mrd. Jahre);;;Christian Mayer;Schröter (1802);;Ptolomaei;Montes Sarmatici;Kein Name;Astronom;Deutschland;deutscher;18;18. Jhd.;?;1719;?;1783;;17.307243;17.307243;17.307° East;63.256231;63.256° North;Nearside;Nord-Ost;Mond Nord Bogen;38;38;;2250;0.0592;Kreisförmige Formation.;;;Hohe Wände in Terrassen.;Ausgedehnte und niedrige, flache Ebene. Länglicher Zentralberg.;3;Sehr interessante Formation;6;6 Tage nach Neumond;5 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
CABANNES;AA6124S17021W;;AA;Crater;;;;;;Jean Cabannes;UAI 1970 ?;;Not known;Not known;Not known;physicist;France;French;19;;Marseille;1885;Les Lecques;1959;Member of french Academy of Sciences in 1946. Studies on Kerr phenomena, atmospheric ozona and sky spectrography.;-170.206366;189.793634;170.206° West;-61.240102;61.240° South;Farside;South-West;;80;80;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CABEUS;AA8533S04213W;;AA;Krater;;;Pre-Nectarianische (Von -4.55 Mrd. bis -3.92 Mrd. Jahre) ?;;;Niccolo Cabeo;(??);;Kein Name;Kein Name;Kein Name;Physiker;Italien;italienischer;17;17. Jhd.;Ferrare;1586;Gênes;1650;Jesuit.  Studien zum Magnetismus.  Autor von 'Philosophia Magnetica' im Jahre 1629.;-42.132688;317.867312;42.133° West;-85.330304;85.330° South;Nearside;Süd-West;Mond Süd Bogen;98;98;;0;0;Kreisförmige Formation, gelegen anhe am Südpol. In der Liberationszone gelegen.;;Ziemlich steile Stelle, angrenzend an Cabeus A zum Norden hin und einen Krater zum Nord-Osten hin.;Ziemlich hohe Wände.;Flache Ebene.;2;Ziemlich interessante Formation;10;3 Tage nach ersterm Viertel;2 Tage nach letztem Viertel;30;10x Doppelfernrohr;50 mm Refraktor
CAI LUN;AA8012N11366E;;AA;Crater, craters;;;;;;Chinese inventor (c. 57-121).;IAU;;;;;;Asia;China;;;;;;;;113.663851;113.663851;113.664° East;80.116551;80.117° North;Farside;;Peary;44.8908;44.8908;;;;;;;;;;;0;not observable;not observable;;;
CAILLEUX;AA6041S15350E;;AA;Crater;;;;;;André Cailleux;UAI 1970 ?;;Not known;Not known;Not known;geologist;France;French;20;;??;1907;??;1986;??;153.498691;153.498691;153.499° East;-60.411524;60.412° South;Farside;South-East;;50;50;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CAJAL;AA1259N03108E;;AA;Kleiner Krater;;;Copernicianische (Von -1.1 Mrd. bis heute) ?;;;Santiago Ramon y Cajal (ehem. Jansen F);(??);;Kein Name;Kein Name;Kein Name;Arzt;Spanien;spanischer;19;19. Jhd.;Petilla;1852;Madrid;1934;Arbeiten zum Nervensystem.  Entdecker der Polarität der Neuronen. Viele Arbeiten. Nobel Preis  im Jahre 1906, zusammen mit Golgi.;31.075041;31.075041;31.075° East;12.59276;12.593° North;Nearside;Nord-Ost;Zentralteil von Mare Tranquillitatis;8;9;;1800;0.2;Isolierte, kreisförmige Formation mit Schüsselform und gelegen zwischen 2 Bergen.;;Kleine, steile Stelle.;Kleine, hohe Wände.;Rundliche Ebene.;1;Wenig interessant oder schwierige Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;50;50 mm Refraktor;100 mm Refraktor
CAJORI;AA4767S16870E;;AA;Crater;;;;;;Florian Cajori;UAI 1970 ?;;Not known;Not known;Not known;mathematician;USA;American;20;;??;1859;??;1930;??;168.697153;168.697153;168.697° East;-47.66798;47.668° South;Farside;South-East;;70;70;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CALIPPUS;AA3892N01072E;;AA;Krater;;;Untere Imbrianische (Von -3.85 Mrd. bis -3.8 Mrd. Jahre);;;Callippos;(??);;Kein Name;Kein Name;Kein Name;Astronom;Griechenland;griechischer;-4;4 . Jhd. BC;Cyzique;350 BC;?;?;Schüler von Eudoxe und Direktor dessen Schule.  Verbesserung des Kreises von Meton.;10.717504;10.717504;10.718° East;38.924891;38.925° North;Nearside;Nord-Ost;nördlich von Mare Serenitatis Region;33;33;;2690;0.0815;Gelegen in Montes Caucasus. Kreisförmige Formation.;;Steile Stelle, angrenzend an den kleinen Krater Calippus E zum Osten hin.;Deformierte, hohe Wände zum Osten hin.;Zerklüftete Ebene. Hügel und kleine Krater.;3;Sehr interessante Formation;6;6 Tage nach Neumond;5 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
CAMELOT;LF2020N03070E;;LF;Landing site name;;;;;;Astronaut-named feature, Apollo 17 site.;IAU;;;;;;Europe;Great Britain;;;;;;;;30.7;30.7;30.700° East;20.2;20.200° North;Nearside;North-East;Macrobius;0.63;0.63;;;;;;;;;;;5;Five days after New Moon;Four days after Full Moon;;;
CAMERON;AA0619N04593E;;AA;Krater;;;Copernicianische (Von -1.1 Mrd. bis heute) ?;;;Robert C. Cameron (ehem. Taruntius C);(??);;Kein Name;Kein Name;Kein Name;Astronom;U. S. A.;amerikanischer;20;20. Jhd.;?;1925;?;1972;??;45.933679;45.933679;45.934° East;6.186288;6.186° North;Nearside;Nord-Ost;Nord Rand von Mare Fecunditatis;12;11;;1100;0.1;Kreisförmige Formation mit Schüsselform, gelegen an der Nord-West Wand vonTaruntius.;;Ziemlich steile Stelle.;Kleine, hohe Wände.;Rundliche Ebene.;2;Ziemlich interessante Formation;4;4 Tage nach Neumond;3 Tage nach Vollmond;50;50 mm Refraktor;100 mm Refraktor
CAMPANUS;AA2804S02790W;;AA;Krater;;;Untere Imbrianische (Von -3.85 Mrd. bis -3.8 Mrd. Jahre);;;Giovanni Campano;Riccioli (1651);;Gallilei;Kein Name;Campanus;Astronom und Theologe;Italien;italienischer;13;13. Jhd.;?;?;?;vers 1400;??;-27.897911;332.102089;27.898° West;-28.042558;28.043° South;Nearside;Süd-West;West Teil von Mare Nubium;48;48;;2080;0.0433;Kreisförmige Formation, trennt Palus Epidemiarum und Mare Nubium und bildet ein interessantes Paar mit Mercator, getrennt durch eine Rille.;;Steile Stelle zum Norden hin, angrenzend an eine Rille zum Süd-Osten hin.;Ziemlich hohe Wände in Terrassen.;Flache Ebene, gefüllt mit Lava. Kleiner Zentralberg. Kleine Krater.;3;Sehr interessante Formation;9;2 Tage nach ersterm Viertel;1 Tag nach Letztes Viertel;30;10x Doppelfernrohr;50 mm Refraktor
CAMPBELL;AA4557N15291E;;AA;Crater;;;;;;Leon Campbell;UAI 1970 ?;;Not known;Not known;Not known;astronomer;USA;American;20;;??;1881;??;1951;??;152.907325;152.907325;152.907° East;45.573759;45.574° North;Farside;North-East;;219;219;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CANNIZZARO;AA5550N09973W;;AA;Crater;;;;;;Stanislao Cannizzaro;UAI 1970 ?;;Not known;Not known;Not known;chemist;Italy;Italian;19;;Palerme;1826;Roma;1910;Application of Dulong and Petit law. Determination of atomic mass ofmetals. Synthesis of aromatic alcohools.;-99.729479;260.270521;99.729° West;55.50486;55.505° North;Librations zone;North-West;;56;56;;Unknown;Unknown height. Impossible calculation.;Circular formation situated in the zone of librations.;;;;;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;x10 binoculars;50 mm refractor
CANNON;AA1988N08136E;;AA;Krater;;;Entstehungsperiode nicht gefunden;;;Annie J. Cannon;Arthur / Whitaker (1963);;Kein Name;Kein Name;Kein Name;Astronom;U. S. A.;amerikanischer;20;20. Jhd.;?;1863;?;1941;Spezialist für die Klassifikation von Sternspektren.;81.364131;81.364131;81.364° East;19.87524;19.875° North;Librations zone;Nord-Ost;Mond Ost-Nord-Ost Bogen;58;57;;0;0;Kreisförmige Formation, gelegen entlang der Liberationszone.;;Kleine, steile Stelle, angrenzend an einen Krater zum Westen hin.;Kleine, hohe Wände, angrenzend an einen kleinen Krater zum Norden hin.;Flache Ebene.;2;Ziemlich interessante Formation;2;2 Tage nach Neumond;1 Tag nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
CANTOR;AA3804N11869E;;AA;Crater;;;;;;Georg Cantor;UAI 1970 ?;;Not known;Not known;Not known;mathematician;Germany;German;19;;Saint Petersburg;1845;Halle;1918;Professor at Halle University in 1879. Numerous works on numbers and sets. Discoverer of sets antinomy. Died in a mental hospital.;118.687775;118.687775;118.688° East;38.0397;38.040° North;Farside;North-East;;81;81;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CAPELLA;AA0765S03492E;;AA;Krater;;;Pre-Imbrianische (Von -4.55 Mrd. bis -3.85 Mrd. Jahre) ?;;;Martianus Capella;Riccioli (1651);;Vlacci;Kein Name;Capella;Lawyer;Karthago;karthagiischer;5;5. Jhd.;Karthago?;?;?;?;Autor einer Theorie wo Venus und Mercury um die Sonne laufen. Inspirierte Copernicus.;34.916447;34.916447;34.916° East;-7.647605;7.648° South;Nearside;Süd-Ost;Theophilus Krater Nord-Ost Region;50;49;;3250;0.0663;Abgewrackte kreisförmige Formation, bildet ein interessantes Paar mit Isidorus.;;Steile Stelle, angrenzend an Isidorus zum Westen hin, an Capella F zum Süden hin. Vallis.;Ziemlich hohe Wände in sehr beschädigten Terrassen, angrenzend an einen kleinen Krater zum Norden hin.;Kleine, ausgedehnt Ebene. Mächtiger Zentralberg. Gekreuzt von Vallis Capella.;3;Sehr interessante Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
CAPUANUS;AA3409S02673W;;AA;Krater;;;Pre-Imbrianische (Von -4.55 Mrd. bis -3.85 Mrd. Jahre) ?;;;Fancesco Capuano di Manfredonia;(??);;Kein Name;Kein Name;Kein Name;Theologe und Astronom;Italien;italienischer;15;15. Jhd.;?;?;?;?;??;-26.731624;333.268376;26.732° West;-34.092639;34.093° South;Nearside;Süd-West;Tycho Krater Nord-West Region;60;60;;0;0;Kreisförmige Formation, gelegen am Südhang von Palus Epidemiarum.;;Steile Stelle zum Süden hin, stößt zum Süd-Westen hin an Capuanus P an und mit sehr steilen, senkrechten Kämmen zum Nord-Westen hin.;Ziemlich hohe Wände, angrenzend an Capuanus A zum Süd-Osten hin, hoch zum Süd-Westen hin, mit Krater und ziemlich kugelig zum Nord-Osten hin.;Flache Ebene mit kleinek Kratern und Kuppen.;3;Sehr interessante Formation;9;2 Tage nach ersterm Viertel;1 Tag nach Letztes Viertel;30;10x Doppelfernrohr;50 mm Refraktor
CARDANUS;AA1327N07250W;;AA;Krater;;;Typical Obere Imbrianische (Von -3.8 Mrd. bis -3.2 Mrd. Jahre);;;Girolamo Cardano;Riccioli (1651);;Kein Name;Kein Name;Cardanus;Arzt;Italien;italienischer;16;16. Jhd.;Pavie;1501;Rome;1576;ahlreiche philosophische Arbeiten, einschließlich der Astrologie. Lösung von Gleichungen mit dritter Ableitung.  Urheber der imaginären Zahlen. Erfinder der mechanischen Verbindung mit seinem Namen.;-72.498334;287.501666;72.498° West;13.271576;13.272° North;Nearside;Nord-West;Mond West Bogen;50;50;;2300;0.046;Kreisförmige Formation. Bildet ein interessantes Paar mit Krafft.;;Steile Stelle, angrenzend an Cardanus R zum Süden hin Cardanus E zum Süd-Osten hin und Catena Krafft zum Norden hin.;Hohe Wände in Terrassen.;Kleine, flache und ausgedehnte Ebene. Kleiner Zentralberg.;4;Außergewöhnliche Formation;13;6 Tage nach ersterm Viertel;5 Tage nach letztem Viertel;30;10x Doppelfernrohr;50 mm Refraktor
CARLINI;AA3375N02412W;;AA;Krater;;;Imbrianische (Von -3.85 Mrd. bis -3.2 Mrd. Jahre) ?;;;Fancesco Carlini;Mädler (1837);;Kein Name;Kein Name;Kein Name;Astronom;Italien;italienischer;19;19. Jhd.;?;1783;?;1862;Spezialist für die Bewegungen des Mondes.;-24.119442;335.880558;24.119° West;33.749922;33.750° North;Nearside;Nord-West;Nord-West Teil von Mare Imbrium;12;12;;2200;0.193;Kreisförmige Formation mit Schüsselform.;;Ziemlich steile Stelle.;Hohe Wände.;Kleine, flache und ausgedehnte Ebene. Kleiner Zentralhügel.;2;Ziemlich interessante Formation;9;2 Tage nach ersterm Viertel;1 Tag nach Letztes Viertel;50;50 mm Refraktor;100 mm Refraktor
CARLOS;AA2491N00228E;;AA;Crater, craters;;;;;;Spanish male name.;IAU;;;;;;Europe;Spain;;;;;;;;2.283174;2.283174;2.283° East;24.907465;24.907° North;Nearside;North-East;Montes Apenninus;4.66924;4.66924;;;;;;;;;;;7;First Quarter;Six days after Full Moon;;;
CARMICHAEL;AA1953N04036E;;AA;Krater;;;Copernicianische (Von -1.1 Mrd. bis heute) ?;;;Leonard Carmichael (ehem. Macrobius A);(??);;Kein Name;Kein Name;Kein Name;Psychologe;U. S. A.;amerikanischer;20;20. Jhd.;?;1898;?;1973;??;40.361856;40.361856;40.362° East;19.534187;19.534° North;Nearside;Nord-Ost;nördlich von Mare Tranquillitatis Region;20;20;;3640;0.182;Kreisförmige Formation. Bildet ein interessantes Paar mit Hügeln.;;Ziemlich steile Stelle, angrenzend an einen bergigen Kamm zum Norden hin und einen kleinen Krater zum Süd-Westen hin.;Hohe Wände.;Kleine, ausgedehnte und flache Ebene.;2;Ziemlich interessante Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;30;10x Doppelfernrohr;50 mm Refraktor
CARNOT;AA5209N14420W;;AA;Crater;;;;;;Nicolas L. S. Carnot;UAI 1970 ?;;Not known;Not known;Not known;physicist;France;French;19;;;1796;;1832;;-144.202623;215.797377;144.203° West;52.093806;52.094° North;Farside;North-West;;126;126;;Unknown;Unknown height. Impossible calculation.;Not observable;;;;;0;Not observable;0;Not observable;Not observable;999;Not observable;Not observable
CAROL;AA0848N12237E;;AA;Crater, craters;;;;;;Latin female name.;IAU;;;;;;Europe;Latin;;;;;;;;122.368478;122.368478;122.368° East;8.479246;8.479° North;Farside;;Ostwald;6.25379;6.25379;;;;;;;;;;;0;not observable;not observable;;;
CARPENTER;AA6952N05123W;;AA;Krater;;;Copernicianische (Von -1.1 Mrd. bis heute);;;James Carpenter;Gaudibert (1890);;Kein Name;Kein Name;Anaximunder;Astronom;England;englischer;19;19. Jhd.;?;1840;?;1899;??;-51.233644;308.766356;51.234° West;69.51555;69.516° North;Nearside;Nord-West;Mond Nord-Nord-West Bogen;60;60;;2600;0.0433;Kreisförmige Formation.;;Ziemlich steile Stelle, stößt an Anaximunder zum Süd-Westen hin an.;Hohe Wände in Terrassen.;Flache Ebene mit Kammlinie.;3;Sehr interessante Formation;11;4 Tage nach ersterm Viertel;3 Tage nach letztem Viertel;30;10x Doppelfernrohr;50 mm Refraktor
CARREL;AA1067N02668E;;AA;Krater;;;Copernicianische (Von -1.1 Mrd. bis heute) ?;;;Alexis Carrel (ehem. Jansen B);(??);;Kein Name;Kein Name;Kein Name;Physiologe und Chirurg;Frankreich;französischer;20;20. Jhd.;Sainte-Foy les Lyon;1873;Paris;1944;Zahlreiche Arbeiten über Transplantationen.  Autor von 'Der Mensch, das unbekannte Wesen' im Jahre 1936.  Nobel Preis  im Jahre 1912.;26.679574;26.679574;26.680° East;10.665478;10.665° North;Nearside;Nord-Ost;Ost Teil von Mare Tranquillitatis;17;16;;0;0;Isolierte Formation mit unregelmäßiger Form.;;Steile Stelle, angrenzend an eine bergige Kette zum Norden hin, und zum Süden hin.;Hohe Wände.;Kleine, flache, ausgedehte Ebene. Zentralberg.;3;Sehr interessante Formation;5;5 Tage nach Neumond;4 Tage nach Vollmond;50;50 mm Refraktor;100 mm Refraktor
CARRILLO;AA0211S08096E;;AA;Krater;;;Entstehungsperiode nicht gefunden;;;Flores N. Carillo;(??);;Kein Name;Kein Name;Kein Name;Ingenieur und Botaniker;Mexico;mexikanischer;20;20. Jhd.;?;1911;?;1967;??;80.960689;80.960689;80.961° East;-2.111107;2.111° South;Librations zone;Süd-Ost;Mond Ost Bogen;17;16;;0;0;Kreisförmige Formation, gelegen in der Liberationszone am Nord-Ost Abhang von Kästner G.;;Kleine, steile Stelle.;Kleine, hohe Wände.;Flache Ebene.;1;Wenig interessant oder schwierige Formation;2;2 Tage nach Neumond;1 Tag nach Vollmond;50;50 mm Refraktor;100 mm Refraktor
