NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
CROMMELIN;Cratere;;Andrew Claude De La Cherois Crommelin;UAI 1964 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Gran Bretagna;britannico;20;20° secolo;??;1865;??;1939;??;-146.9;146.9 ° Ovest;-68.1;68.1 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;94;94;55;55;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
CROOKES;Cratere;;Sir William Crookes;UAI 1973 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;Gran Bretagna;britannico;19;19° secolo;Londra;1832;Londra;1919;Inventore del radiometro nel 1872 e di un tubo per generare i raggi X. Lavori sulla viscosità e sulla conducibilità dei gas. Membro della Società Reale nel 1863.;-164.5;164.5 ° Ovest;-10.3;10.3 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;I-030-H2 I-030-M I-035-M I-038-M I-028-M I-036-M;49;49;29;29;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
CTESIBIUS;Cratere;;Ctesibius;UAI 1994 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;Egitto;egiziano;-1;1° secolo a.C.;??;??;??;100;??;118.7;118.7 ° Est;0.8;0.8 ° Nord;Nord-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;36;36;21;21;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
CURIE;Cratere;;Pierre Curie;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;Francia;francese;19;19° secolo;Parigi;1859;Parigi;1906;Scopritore l'effetto piezoelettrico nel 1880 e del punto di trasformazione del magnetismo. Ha sposato Marie Curie nel 1895. Autore del principio di simmetria dei fenomeni. Scopritore del polonio e del radio nel 1898. Premio Nobel nel 1903 insieme a sua moglie.;91;91 ° Est;-22.9;22.9 ° Sud;Sud-Est;;IV;Curie;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;151;151;89;89;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Circular formation situated in the librations zone;;;;1;Formazione di scarso interesse;1;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm
CYRANO;Cratere;;Cyrano De Bergerac Savinien;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Scrittore;Francia;francese;17;17° secolo;;1615;;1655;;157.7;157.7 ° Est;-20.5;20.5 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;II-075-M II-075-H2;80;80;47;47;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DAEDALUS;Cratere;;Dedalo;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Personaggio mitologico;Grecia;greco;;;;;;;Inventore del labirinto dove fu imprigionato il Minotauro. Ideatore del volo aereo che sperimentò insieme a suo figlio Icaro.;179.4;179.4 ° Est;-5.9;5.9 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;II-033-M II-034-M;93;93;55;55;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
D'ALEMBERT;Cratere;;Jean Le Rond d'Alembert;UAI 1976 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Filosofo;Francia;francese;18;18° secolo;Parigi;1717;Parigi;1783;Membro l'Accademia Francese delle Scienze nel 1740 e Segretario nel 1772. Autore di un trattato di dinamica nel 1743. Calcolo della precessione degli equinozi nel 1749. Animatore l'Enciclopedia insieme a Diderot.;163.9;163.9 ° Est;50.8;50.8 ° Nord;Nord-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;248;248;146;146;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DANJON;Cratere;;André Danjon;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Francia;francese;20;20° secolo;Caen;1890;Suresnes;1967;Direttore l'Osservatorio di Parigi nel 1945. Membro l'Accademia Francese delle Scienze nel 1948. Inventore l'astrolabio impersonale e di un interferometro. Studi di Venere e di Mercurio. Autore di 2 libri insieme a André Couderc.;124;124 ° Est;-11.4;11.4 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;III-121-M I-136-M;71;71;42;42;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DANTE;Cratere;;Dante Alighieri;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Poetaa;Italia;italiano;13;13° secolo;;1265;;1321;;-180;180 ° Ovest;25.5;25.5 ° Nord;Nord-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;54;54;32;32;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DARIO;Cratere;;Felix Ruben Garcia Sarmiento dit Ruben Dario;UAI 19XX ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Poetaa;Nicaragua;nicaraguense;20;20° secolo;Métapa;1867;Leon;1916;Iniziatore del movimento modernista in America Latina.;90.7;90.7 ° Est;-11.3;11.3 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;19;19;11;11;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;1;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm
D'ARSONVAL;Cratere;;Jacques Arsène d'Arsonval;UAI 1976 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;Francia;francese;20;20° secolo;La Borie;1851;La Borie;1940;Numerosi studi di biofisica. Ideatore dei trattamenti con correnti ad alta frequenza. Inventore di molti apparecchi per la fisica.;124.6;124.6 ° Est;-10.3;10.3 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;28;28;16;16;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DAS;Cratere;;Amil K. Das;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;India;indiano;20;20° secolo;??;1902;??;1961;??;-136.8;136.8 ° Ovest;-26.6;26.6 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;38;38;22;22;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DAVISSON;Cratere;;Clinton Joseph Davisson;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;USA;americano;20;20° secolo;Bloomington;1881;Charlotsville;1958;Scopritore della diffrazione degli elettroni nel 1927 insieme a L. Germer. Ideatore l'ottica elettronica. Premio Nobel nel 1937 con G. Thomson.;-174.6;174.6 ° Ovest;-37.5;37.5 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;V-043-M;87;87;51;51;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DAWSON;Cratere;;Bernhard H. Dawson;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Argentina;argentino;20;20° secolo;??;1890;??;1960;??;-134.7;134.7 ° Ovest;-67.4;67.4 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;45;45;26;26;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DE FOREST;Cratere;;Lee De Forest;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Ingegnere;USA;americano;20;20° secolo;Council Bluffs;1873;Hollywood;1961;Inventore del triodo nel 1906.;-162.1;162.1 ° Ovest;-77.3;77.3 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;57;57;34;34;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DE MORAES;Cratere;;A. de Moraes;UAI 1985 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Brazil;brasiliano;20;20° secolo;??;1916;??;1970;??;143.2;143.2 ° Est;49.5;49.5 ° Nord;Nord-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;V-124-M;53;53;31;31;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DE ROY;Cratere;;Felix De Roy;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Belgio;belga;20;20° secolo;??;1883;??;1942;??;-99.1;99.1 ° Ovest;-55.3;55.3 ° Sud;Sud-Ovest;;VI;Hausen;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;43;43;25;25;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;14;durante la Luna Piena;6 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm
DE VRIES;Cratere;;Hugo M. De Vries;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Botanico;Olanda;olandese;19;19° secolo;Haarlem;1848;Lunteren;1935;Scopritore delle mutazioni nel 1897. Teoria generale della crescita delle piante.;-176.7;176.7 ° Ovest;-19.9;19.9 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;59;59;35;35;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DEBUS;Cratere;;Kurt Heinrich Debus;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;Germania;tedesco;20;20° secolo;??;1908;??;1983;??;99.6;99.6 ° Est;-10.5;10.5 ° Sud;Sud-Est;;IV;Curie;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;20;20;12;12;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;1;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm
DEBYE;Cratere;;Petrus Josephus Wilhelmus Debye;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;USA;americano;20;20° secolo;Maastricht;1884;Ithaca;1966;Direttore l'Istituto di Fisica di Berlino nel 1935. Insegnante alla Cornell University nel 1940. Studi sulla teoria dei quanti, sugli elettroliti e le basse temperature. Misure molecolari. Premio Nobel per la Chimica nel 1936.;-176.2;176.2 ° Ovest;49.6;49.6 ° Nord;Nord-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;V-053-H2 V-053-M;142;142;84;84;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DELLINGER;Cratere;;John H. Dellinger;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;USA;americano;20;20° secolo;??;1886;??;1962;??;140.6;140.6 ° Est;-6.8;6.8 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;I-136-M I-115-M;81;81;48;48;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DELPORTE;Cratere;;Eugene J. Delporte;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Belgio;belga;20;20° secolo;??;1882;??;1955;??;121.6;121.6 ° Est;-16;16 ° Nord;Nord-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;I-136-M;45;45;26;26;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DENNING;Cratere;;William F. Denning;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Gran Bretagna;britannico;20;20° secolo;??;1848;??;1931;??;142.6;142.6 ° Est;-16.4;16.4 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;44;44;26;26;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DEUTSCH;Cratere;;Armin J. Deutsch;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;??;1918;??;1969;??;110.5;110.5 ° Est;24.1;24.1 ° Nord;Nord-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;66;66;39;39;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DEWAR;Cratere;;Sir James Dewar;UAI 1988 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;Gran Bretagna;britannico;19;19° secolo;Kincardine-Forth;1842;Londra;1923;Inventore di un contenitore isolante per gas liquefatti e della cordite. Autore della prima liquefazione l'idrogeno e del fluoro nel 1896.;165.5;165.5 ° Est;-2.7;2.7 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;50;50;29;29;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DIDEROT;Cratere;;Denis Diderot;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Filosofo;Francia;francese;18;18° secolo;;1713;;1784;Supervisore l'Enciclopedia insieme a D'Alembert.;121.5;121.5 ° Est;-20.4;20.4 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;20;20;12;12;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DIRICHLET;Cratere;;Peter Gustave Lejeune;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Matematico;Germania;tedesco;19;19° secolo;Düren;1805;Gottinga;1859;Professore all'Università di Berlino nel 1831. Numerosi lavori sulla teoria dei numeri algebrici e sui criteri di convergenza delle serie.;-151.4;151.4 ° Ovest;11.1;11.1 ° Nord;Nord-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;47;47;28;28;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DOBROVOL'SKIY;Cratere;;Georgiy T. Dobrovol'skiy;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Cosmonauta;URSS;sovietico;20;20° secolo;??;1928;??;1971;Cosmonauta della missione Soyouz 11. Deceduto durante il rientro sulla Terra il 30 Giugno 1971 insieme a Volkov e Patsayev.;129.7;129.7 ° Est;-12.8;12.8 ° Sud;Sud-Est;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;I-136-H3 I-136-M;38;38;22;22;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DOERFEL;Cratere;;Georg Samuel Dörffel;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Germania;tedesco;17;17° secolo;Plauen;1643;Weida;1688;Studio delle comete. Scopritore della forma parabolica delle loro orbite.;-107.9;107.9 ° Ovest;-69.1;69.1 ° Sud;Sud-Ovest;;VI;Hausen;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;68;68;40;40;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Circular formation situated in the librations zone;;;;1;Formazione di scarso interesse;14;durante la Luna Piena;6 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm
DONNER;Cratere;;Anders Donner;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Finlandia;finlandese;20;20° secolo;??;1873;??;1949;??;98;98 ° Est;-31.4;31.4 ° Sud;Sud-Est;;IV;Curie;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;58;58;34;34;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Circular formation situated in the librations zone;;;;1;Formazione di scarso interesse;1;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm
DOPPLER;Cratere;;Christian Doppler;UAI 1973 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;Austria;austriaco;19;19° secolo;Salisburgo;1803;Venezia;1853;Scopritore dello spostamento della lunghezza d'onda al variare della velocità. Direttore l'Istituto di Fisica di Vienna nel 1851.;-159.6;159.6 ° Ovest;-12.6;12.6 ° Sud;Sud-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;I-036-H3 I-028-M I-039-M I-040-M I-038-M I-030-M I-038-H3 I-037-M I-035-M I-036-M;110;110;65;65;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DOUGLASS;Cratere;;Andrew E. Douglass;UAI 1976 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;USA;americano;20;20° secolo;??;1867;??;1962;??;-122.4;122.4 ° Ovest;35.9;35.9 ° Nord;Nord-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;49;49;29;29;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
DREYER;Cratere;;Johan Ludwig Emile Dreyer;UAI 1985 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Astronomo;Danimarca;danese;20;20° secolo;Copenaghen;1852;Oxford;1926;Autore del 'New General Catalogue' delle nebulose e degli ammassi stellari nel 1888 e dei due 'Index Catalogues' nel 1895 e nel 1908.;96.9;96.9 ° Est;10;10 ° Nord;Nord-Est;;III;Mare Marginis;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;61;61;36;36;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;1;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm
DRUDE;Cratere;;Paul K. L. Drude;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;Germania;tedesco;19;19° secolo;Brunswick;1863;Berlino;1906;Autore della teoria della struttura elettronica dei metalli nel 1902.;-91.8;91.8 ° Ovest;-38.5;38.5 ° Sud;Sud-Ovest;;VII;Mare Orientale;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;;24;24;14;14;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;;;;1;Formazione di scarso interesse;14;durante la Luna Piena;6 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm
DRYDEN;Cratere;;Hugh Latimer Dryden;UAI 1970 ?;Sconosciuto all'epoca;Sconosciuto all'epoca;Sconosciuto all'epoca;Fisico;USA;americano;20;20° secolo;Pocomoke City;1898;Washington;1965;Direttore del 'National Bureau of Standards' nel 1946. Studi sulla turbolenza. Ideatore del primo missile militare ad autoguida nel 1944. Vicedirettore della Nasa nel 1958.;-155.2;155.2 ° Ovest;-33;33 ° Nord;Nord-Ovest;;Nessuna mappa;;Nessuna mappa o immagine;Nessuna mappa o immagine;Nessuna mappa o immagine;;V-030-H2;51;51;30;30;Sconosciuta;Sconosciuta;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Non osservabile dalla Terra;;;;0;Non osservabile dalla Terra;0;Non osservabile dalla Terra;Non osservabile dalla Terra;999;Non osservabile dalla Terra;Non osservabile dalla Terra
