NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
BRENNER;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Leo Brenner;Fauth (1936);Not named;Montes Coibacarani;Metius;Astronomer;Austria;austrian;19;19 th century;?;1855;?;1928;Amateur observer of the Moon and planets.;39;39.0° East;-39;39.0° South;South-East;Vallis Rheita region;68;Rheita;79;16f6;323S 328S 131S 135S;;IV-071-H3 IV-071-H2 IV-076-H2;100;100;59;59;3300;10000;0,034;A_______________________________________________________________A;Very damaged formation little differentiated.;Steep slopes subsisting to the West and supporting Metius to the South-East and Stiborius A to the North-West.;High walls displayed and riddled of craters whose Brenner A to the South and Brenner E to the East.;Tormented floor with an extensive plateau to the North. Craterlets and lines of crest.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
BREWSTER;Crater;Copernician (From -1.1 billions years to present days) ?;David Brewster (ex Römer L);(??);Not named;Not named;Not named;Physicist;Scotland;scottish;19;19 th century;Jedburgh;1781;Melrose;1868;Laws of the polarization by reflection in 1815.  Discoverer of telluric rays in the solar specter in 1834.  Inventor of a electromagnet, of a polarimeter and the kaleidoscope.;34,7;34.7° East;23,3;23.3° North;North-East;North of Mare Tranquillitatis region;25;Römer;309;1a5 / 3f6 / 4f1 / 4f2;328N 131N/C 135N/C 143N/C;;;12;12;7;7;2130;6500;0,1936;A_________A;Circular formation with bowl shape.;Few steep slopes supporting a hill to the North.;Pretty high walls.;Rounded floor.;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
BRIANCHON;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Charles Julien Brianchon;Arthur / Whitaker (1963);Not named;Not named;Not named;Mathematician;France;french;19;19 th century;Sçvres;1783;Versailles;1864;Pupil of Monge.  Specialist of the geometry.  Memory on curved surfaces of the second degree published in 1808.;-86,5;86.5° West;74,8;74.8° North;North-West;Moon North limb;3;Plato;405;6 e8;Q2N 237N;;;150;150;88;88;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Situated in the zone of librations. Circular formation.;Riddled and Few steep slopes of craters.;Pretty high walls crushed by Brianchon B to the South.;Extensive flat floor. Craterlets.;2;Pretty interesting formation;14;Full Moon;6 days after Last Quarter;5;Naked eye;10x binoculars
BRIGGS;Crater;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Henry Briggs;(??);Not named;Not named;Not named;Mathematician;England;english;17;17 th century;Warleywood;1561;Oxford;1630;Author of a table of 31 000 logarithms to 14 decimals in 1624 and a table of trigonometrical values in 1633.;-69,1;69.1° West;26,5;26.5° North;North-West;Moon West-North-West limb;17;Struve;304;7f8 / 8g2;067N 075N 080N Q2NW 233N 237C 247N/C;MM185;IV-175-H1 IV-174-H3 IV-170-H1 IV-169-H3;37;37;22;22;1160;3500;0,0314;A_____________________________________________________________________A;Circular formation.;Pretty steep slopes.;Few high walls.;Flat floor. Central mountain. 3 lines of crest.;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;30;10x binoculars;50 mm refractor
BRISBANE;Crater;Birth period not found;Sir Thomas Brisbane;Schmidt (1878);Not named;Not named;Not named;Political man and astronomer;Scotland;scottish;19;19 th century;?;1770;?;1860;??;68;68.0° East;-49,1;49.1° South;South-East;Moon South-South-East limb;76;Watt;77;16d4;303S Q4E 099C 105C/S 112C/S;;IV-178-H3 IV-184-H3 IV-059-H1 IV-052-H1;46;46;27;27;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation.;Few steep slopes supporting Peirescius D to the North and Brisbane E to the South-East.;Few high walls supporting a craterlet to the North-East.;Flat floor.;2;Pretty interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
BROWN;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Ernest William Brown;UAI  Commission 17 (1935);Not named;Not named;Not named;Astronomer;England;english;20;20 th century;Hul;1866;New Haven;1938;Specialist of the celestial mechanics.  Editor of a theory of movements of the Moon.  Discovers in 1926 the irregularity of the terrestrial rotation.;-17,9;17.9° West;-46,4;46.4° South;South-West;Tycho crater region;64;Tycho;100;10e5 / 12a4;027S 029S 183S 191S;;;36;36;21;21;2300;7000;0,0676;A_______________________________A;South-East North-West lengthened and damaged formation.;Pretty steep slopes supporting many craterlets whose a trio to the South-West.;Few high walls crushed by Brown E to the South-East.;Flat floor.;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;30;10x binoculars;50 mm refractor
BRUCE;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Catherine W. Bruce;Krieger / König (1912);Not named;Not named;Not named;Benefactor;U. S. A.;american;19;19 th century;?;1816;?;1900;Amateur astronomer.  Financed many astronomy schools and observatories of the world.;0,4;0.4° East;1,1;1.1° North;North-East;Moon disk center;33;Triesnecker;286;1g1 / 13f8;003C 174C 179C;;IV-102-H1;7;7;4;4;1300;3900;0,194;A_________A;Isolated circular formation with bowl shape.;Few steep slopes supporting a craterlet to the North.;Few high walls.;Rounded floor.;2;Pretty interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor
BUCH;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Leopold von Busch;Mädler (1837);Not named;Not named;Not named;Geologist;Germany;german;19;19 th century;Stolpe;1774;Berlin;1853;Author of the deep volcano origin and chains of mountains. Geological map of Germany in 1826.;17;17.0° East;-38,8;38.8° South;South-East;Maurolycus crater region;66;Maurolycus;84;14c6;343S 143S 148S 154S 161S;;IV-088-H3 IV-088-H2 IV-095-H2;56;56;33;33;1400;4200;0,0259;A____________________________________________________________________________________A;Circular formation forming an interesting couple with Büsching.;Pretty steep slopes supporting Busching to the North-East and Busch C to the North.;Few high walls.;Very flat floor supporting the craterlets whose a large to the North.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
BULLIALDUS;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Ismaël Bouillau;Riccioli (1651);Medicaei;Insula Creta;Bullialdus;Astronomer and historian;France;french;17;17 th century;?;1605;?;1694;??;-22,2;22.2° West;-20,7;20.7° South;South-West;West part of Mare Nubium;53;Bullialdus;166;9e3 / 9e4;024S 029S 191C/S 201C;MM148;IV-125-H1 IV-125-H2;63;63;37;37;3510;10600;0,0575;A____________________________________A;Isolated circular formation situated on the West bank of Mare Nubium.;Very steep and tormented slopes supporting the craterlets Bullialdus L to the West Bullialdus E to the South-West and crater Bullialdus A and B to the South.;Very high walls in terraces with sweeter slopes to the South-West.;Few extensive and flat floor with ruins to the South-West. Important central mountain with several summits. Rays.;4;Exceptional formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor
BUNSEN;Crater;Birth period not found;Robert Wilhelm Bunsen;Schmidt (1878);Not named;Not named;Not named;Physicist and chemist;Germany;german;19;19 th century;Göttingen;1811;Heidelberg;1899;Inventor of an electrical battery and many machines.  Creator of the spectral analysis.;-85,3;85.3° West;41,4;41.4° North;North-West;Moon North-West limb;8;Rümker;0;7f5;Q2NW;;IV-189-H2;54;54;32;32;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Situated in the zone of librations. Circular formation.;Few steep slopes;Few high walls wrecked to the South.;Flat floor.;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor
BURCKHARDT;Crater;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Johan K. Burckhardt;Mädler (1837);Barreae;Montes Riphaei;Not named;Astronomer and meteorologist;Germany;german;18;18 th century;?;1773;?;1825;??;56,5;56.5° East;31,1;31.1° North;North-East;Moon North-East limb;16;Gauss;306;3d8 / 4d3;303N/C 309C 315C 099N 105N 112N 119N;MM98;IV-062-H1 IV-177-H2 IV-191-H2 IV-054-H3;60;60;35;35;4840;14700;0,0849;A________________________A;Circular formation.;Steep slopes supporting Burckhardt E to the South-West Burckhardt F to the North-East and Burckhardt A to the South-East.;High walls.;Flat floor. Central mountain. Line of crest to theSouth-East.;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;30;10x binoculars;50 mm refractor
BURG;Crater;Copernician (From -1.1 billions years to present days);Johann Tobias Bürg;Mädler (1837);Thales;Not named;Not named;Astronomer;Austria;austrian;19;19 th century;?;1766;?;1834;Author of a theory of movements of the Moon.;28,2;28.2° East;45;45.0° North;North-East;North-East of Mare Serenitatis region;14;Hercules;368;2b4 / 4h5;334N 343N 131N 135N 143N 148N 154N;ST08/00  MM71;IV-091-H2 IV-086-H2;41;41;24;24;2200;6700;0,055;A______________________________________A;Circular formation. Surrounded by a mountainous uprising.;Steep slopes.;High walls in terraces.;Flat floor. Central mountain.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
BURNHAM;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Sherburne W. Burnham;Krieger / König (1912);Not named;Not named;Not named;Astronomer;U. S. A.;american;19;19 th century;?;1838;?;1921;Amateur Astronomer having discovered more than 1300 stars double.;7,3;7.3° East;-13,9;13.9° South;South-East;East of Ptolemaeus crater region;45;Andel;202;13 e6;357C/S 161S 167C;;;26;26;15;15;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;South North lengthened and wrecked formation. Seems to result from the fusion of 3 craters.;Few steep slopes supporting Burnham A to the South and Burnham L to the South-East.;Few high walls destroyed to the South by Burnham F and ridden to the North by Burnham K.;Very tormented floor with craterlets and lines of crests.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
BUSCHING;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Anton F. Büsching;Mädler (1837);Not named;Not named;Not named;Philosopher and geographer;Germany;german;18;18 th century;?;1724;?;1793;;20;20.0° East;-38;38.0° South;South-East;Maurolycus crater region;66;Maurolycus;80;14c7;343S 143S 148S 154S;;IV-088-H3 IV-088-H2 IV-095-H2;54;54;32;32;1700;5200;0,0327;A__________________________________________________________________A;Circular formation forming an interesting couple with Buch.;Pretty steep slopes supporting Buch to the South-West and many craterlets whose a chain to the East.;Pretty high walls.;Tormented flat floor to the West supporting a small crater to the South-East. Hills and craterlets.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
BYRD;Walled plain;Birth period not found;Richard Evelyn Byrd;Arthur / Whitaker (1963);Not named;Not named;Not named;Pilot sailor and explorer;U. S. A.;american;20;20 th century;Winchester;1888;Boston;1957;1st flight over the North Pole on May 9th 1926. 1st flight over the South Pole on November 29th 1928.;9,8;9.8° East;85,3;85.3° North;North-East;Moon North limb;4;Archytas;0;;357N 003N 029N Q1N 100N 106N 135N 143N 154N 161N;;IV-140-H3 IV-128-H3 IV-116-H3 IV-176-H3 IV-104-H3 IV-164-H3 IV-092-H3;97;97;57;57;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Situated near the North pole of the Moon. Circular formation.;Few steep slopes supporting many craters whose Peary to the North and Gioja to the South.;Few high walls.;Flat floor.;1;Low interest or difficult formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
BYRGIUS;Crater;Nectarian (From -3.92 billions years to -3.85 billions years) ?;Joost Bürgi;Riccioli (1651);Not named;Mons Acabe;Byrgius;Clockmaker;Switzerland;Swiss;16;16 th century;Lichtensteig;1552;Kassel;1632;Manufacturer of precision instruments and collaborator of Kepler. Constructor of clocks and celestial spheres.;-65,3;65.3° West;-24,7;24.7° South;South-West;Moon West-South-Westlimb;50;Darwin;184;11g3;067C 075C 080C/S 233C 237S;;IV-161-H1 IV-168-H1 IV-167-H3;90;90;53;53;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in a tormented region.;Steep slopes supporting Byrgius D to the North-West and 2 craterlets to the South-West.;Pretty high walls ridden to the East by Byrgius A.;Flat floor tormented to the South-West. Craterlets. Rays in source of Byrgius A.;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;30;10x binoculars;50 mm refractor
C HERSCHEL;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Caroline Herschel;Birt / Lee (1865);Not named;Not named;Not named;Astronomer;England;english;18;18 th century;Hanovre;1750;Hanovre;1848;;-31,2;31.2° West;34,5;34.5° North;North-West;North-West part of Mare Imbrium;10;Sinus Iridum;358;6f2 / 6f3 / 8a4;036N 040N 201N 205N 213N;;IV-139-H1;14;14;8;8;1850;5600;0,1381;A______________A;Situated on a wrinkle ridge. Isolated circular formation.;;Few high walls.;Flat floor filled with lava.;2;Pretty interesting formation;10;3 days after First Quarter;2 days after Last Quarter;50;50 mm refractor;100 mm refractor
C MAYER;Crater;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Christian Mayer;Schröter (1802);Ptolomaei;Montes Sarmatici;Not named;Astronomer;Germany;german;18;18 th century;?;1719;?;1783;;17,3;17.3° East;63,2;63.2° North;North-East;Moon North limb;5;Aristoteles;395;2 e6;343N 351N 357N 003N 106N 135N 143N 148N 154N 161N;;IV-177-H3 IV-092-H1 IV-104-H1;39;39;23;23;2250;6800;0,0592;A___________________________________A;Circular formation.;;High walls in terraces.;Extensive and little flat floor. Lengthened central mountain.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
CABEUS;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years) ?;Niccolo Cabeo;(??);Not named;Not named;Not named;Physicist;Italy;italian;17;17 th century;Ferrare;1586;Gênes;1650;Jesuit.  Studies on the magnetism.  Author of Philosophia Magnetica in 1629.;-35,5;35.5° West;-84,9;84.9° South;South-West;Moon South limb;73;Moretus;44;10d1;048S 055S 067S 075S 080S Q3S Q4S 099S 105S 167S 179S 191S 201S;;;100;100;59;59;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated near the South Pole in the zone of librations.;Pretty steep slopes supporting Cabeus A to the North and a crater to the North-East.;Pretty high walls.;Flat floor.;2;Pretty interesting formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor
CAJAL;Craterlet;Copernician (From -1.1 billions years to present days) ?;Santiago Ramon y Cajal (ex Jansen F);(??);Not named;Not named;Not named;Doctor;Spain;spanish;19;19 th century;Petilla;1852;Madrid;1934;Works on the nervous system.  Discoverer of the polarity of neurons.  Many works.  Nobel Price in 1906 with Golgi.;31,1;31.1° East;12,6;12.6° North;North-East;Central part of Mare Tranquillitatis;36;Cauchy;270;1a3 / 3f4;327C 334C 135C 143C 148C;;;9;9;5;5;1800;5500;0,2;A_________A;Isolated circular formation with bowl shape and situated between 2 mountains.;Few steep slopes.;Few high walls.;Rounded floor.;1;Low interest or difficult formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
CALIPPUS;Crater;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Callippos;(??);Not named;Not named;Not named;Astronomer;Greece;greek;-4;4  th century BC;Cyzique;350 BC;?;?;Disciple of Eudoxe and director of its school.  Improvement of the cycle of Meton.;10,7;10.7° East;38,9;38.9° North;North-East;North of Mare Serenitatis region;13;Eudoxus;353;2 e3;357N 154N 161N;MM33;IV-098-H2 IV-103-H2;34;34;20;20;2690;8200;0,0815;A_________________________A;Situated in Montes Caucasus. Circular formation.;Steep slopes supporting the craterlet Calippus E to the East.;Deformed high walls to the East.;Tormented floor. Hills and craterlets.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
CAMERON;Crater;Copernician (From -1.1 billions years to present days) ?;Robert C. Cameron (ex Taruntius C);(??);Not named;Not named;Not named;Astronomer;U. S. A.;american;20;20 th century;?;1925;?;1972;??;45,9;45.9° East;6,2;6.2° North;North-East;North edge of Mare Fecunditatis;37;Taruntius;268;3d3;315C 323N/C 124N/C 131C;;;12;12;7;7;1100;3300;0,1;A____________________A;Circular formation with bowl shape situated on the North-West wall of Taruntius.;Pretty steep slopes.;Few high walls.;Rounded floor.;2;Pretty interesting formation;4;4 days after New Moon;3 days after Full Moon;50;50 mm refractor;100 mm refractor
CAMPANUS;Crater;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Giovanni Campano;Riccioli (1651);Gallilei;Not named;Campanus;Astronomer and theologian;Italy;italian;13;13 th century;?;?;?;vers 1400;??;-27,8;27.8° West;-28;28.0° South;South-West;West part of Mare Nubium;53;Bullialdus;136;9f2 / 10g8 / 11a1 / 12b8;029S 036S 040C/S 201S 205S;;IV-131-H3 IV-132-H1;49;49;29;29;2080;6300;0,0433;A_________________________________________________A;Circular formation separating Palus Epidemiarum and Mare Nubium and forming an interesting couple with Mercator separated by a rille.;Steep slopes to the North supporting a rille to the South-East.;Pretty high walls in terraces.;Flat floor filled with lava. Small central mountain. Craterlets.;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor
CANNON;Crater;Birth period not found;Annie J. Cannon;Arthur / Whitaker (1963);Not named;Not named;Not named;Astronomer;U. S. A.;american;20;20 th century;?;1863;?;1941;Specialist of the classification of stellar specters.;81,4;81.4° East;19,9;19.9° North;North-East;Moon East-North-East limb;27;Plutarch;0;;Q1E Q4E 099N;;;60;60;35;35;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated alongside the zone of librations.;Few steep slopes supporting a crater to the West.;Few high walls supporting a craterlet to the North.;Flat floor.;2;Pretty interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
CAPELLA;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Martianus Capella;Riccioli (1651);Vlacci;Not named;Capella;Lawyer;Carthage;carthagian;5;5 th century;Carthage?;?;?;?;Author of a theory Where Venus and Mercury turns around the Sun. Inspirer of Copernic.;34,9;34.9° East;-7,6;7.6° South;South-East;Theophilus crater North-East region;47;Capella;232;15f7;328C/S 131C 135C/S 143C;MM115;IV-072-H3;51;51;30;30;3250;9800;0,0663;A_______________________________A;Wrecked circular formation forming an interesting couple with Isidorus.;Steep slopes supporting Isidorus to the West Capella F to the South Vallis;Pretty high walls in very damaged terraces supporting a craterlet to the North.;Few extensive floor. Important central mountain. Crossed by Vallis Capella.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
CAPUANUS;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Francesco Capuano di Manfredonia;(??);Not named;Not named;Not named;Theologian and astronomer;Italy;italian;15;15 th century;?;?;?;?;??;-26,7;26.7° West;-34,1;34.1° South;South-West;Tycho crater North-West region;63;Capuanus;104;9f1 / 10g7 / 12b7;024S 029S 036S 040S 191S 201S 205S;MM148;IV-131-H3 IV-136-H3;61;61;36;36;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated on the South bank of Palus Epidemiarum.;Steep slopes to the South crushed to the South-West by Capuanus P and with perpendicular crests to the North-West.;Pretty high walls supporting Capuanus A to the South-East high to the South-West with crater and almost gobbled to the North-East.;Flat floor with craterlets and domes.;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor
CARDANUS;Crater;Typical Upper Imbrian (From -3.8 billions years to -3.2 billions years);Girolamo Cardano;Riccioli (1651);Not named;Not named;Cardanus;Doctor;Italy;italian;16;16 th century;Pavie;1501;Rome;1576;Numerous philosophical works including the astrology. Resolution of equations of 3e`me degree.  Creators of imaginary numbers. Inventor of the mechanical junction with his name.;-72,4;72.4° West;13,2;13.2° North;North-West;Moon West limb;28;Galilei;258;7g5;075N/C 080N/C Q2NW 233N/C 247C;ST10/99  MM185;IV-174-H2 IV-169-H2;51;51;30;30;2300;7000;0,046;A______________________________________________A;Circular formation. Forms an interesting couple with Krafft.;Steep slopes supporting Cardanus R to the South Cardanus E to the South-East and Catena Krafft to the North.;High walls in terraces.;Few flat and extensive floor. Small central mountain.;4;Exceptional formation;13;6 days after First Quarter;5 days after Last Quarter;30;10x binoculars;50 mm refractor
CARILLO;Crater;Birth period not found;Flores N. Carillo;(??);Not named;Not named;Not named;Engineer and botanist;Mexico;mexican;20;20 th century;?;1911;?;1967;??;80,9;80.9° East;-2,2;2.2° South;South-East;Moon East limb;49;Langrenus;188;;;;;17;17;10;10;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations on the North-East slope of Kästner G.;Few steep slopes.;Few high walls.;Flat floor.;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor
CARLINI;Crater;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Francesco Carlini;Mädler (1837);Not named;Not named;Not named;Astronomer;Italy;italian;19;19 th century;?;1783;?;1862;Specialist of movements of the Moon.;-24,1;24.1° West;33,7;33.7° North;North-West;North-West part of Mare Imbrium;10;Sinus Iridum;356;6 e2;024N 029N 036N 191N 201N 205N;;IV-134-H1;12;12;7;7;2200;6700;0,193;A_________A;Circular formation with bowl shape.;Pretty steep slopes.;High walls.;Few flat and extensive floor. Small central hill.;2;Pretty interesting formation;9;2 days after First Quarter;1 day after Last Quarter;50;50 mm refractor;100 mm refractor
CARMICHAEL;Crater;Copernician (From -1.1 billions years to present days) ?;Leonard Carmichael (ex Macrobius A);(??);Not named;Not named;Not named;Psychologist;U. S. A.;american;20;20 th century;?;1898;?;1973;??;40,4;40.4° East;19,6;19.6° North;North-East;North of Mare Tranquillitatis region;25;Römer;309;3e5 / 4e1;323N 328C 131N/C 135N/C;;;20;20;12;12;3640;11000;0,182;A__________A;Circular formation. Forms an interesting couple with Hill.;Pretty steep slopes supporting an mountainous crest to the North and a craterlet to the South-West.;High walls.;Few extensive and flat floor.;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
CARPENTER;Crater;Copernician (From -1.1 billions years to present days);James Carpenter;Gaudibert (1890);Not named;Not named;Anaximander;Astronomer;England;english;19;19 th century;?;1840;?;1899;??;-50,9;50.9° West;69,4;69.4° North;North-West;Moon North-North-West limb;2;Pythagoras;405;6 e7;061N 067N 075N 080N Q2N 205N 213N 225N 233N;;IV-190-M IV-176-H2 IV-164-H2;61;61;36;36;2600;7900;0,0433;A_________________________________________________A;Circular formation.;Pretty steep slopes crushed by Anaximander to the South-West.;High walls in terraces.;Flat floor with line of crest.;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;30;10x binoculars;50 mm refractor
CARREL;Crater;Copernician (From -1.1 billions years to present days) ?;Alexis Carrel (ex Jansen B);(??);Not named;Not named;Not named;Physiologist and surgeon;France;french;20;20 th century;Sainte-Foy les Lyon;1873;Paris;1944;Numerous works on transplants.  Author of 'the Man this unknown' in1936.  Nobel Price in 1912.;26,7;26.7° East;10,7;10.7° North;North-East;East part of Mare Tranquillitatis;35;Arago;278;1b3 / 3g4;334C 143C 148C 154C;;;17;17;10;10;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Isolated formation of irregular form.;Steep slopes supporting a mountainous chain to the North and to the South.;High walls.;Few flat floor extensive. Central mountain.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
CARRINGTON;Crater;Birth period not found;Richard Christopher Carrington;Schmidt (1878);Not named;Not named;Not named;Astronomer;England;english;19;19 th century;Londres;1826;Churt;1875;Discoverer of the differential rotation of the Sun by solar spots observation.;62,1;62.1° East;44;44.0° North;North-East;Atlas crater South-East region;15;Atlas;346;4 e6;303N 309N 099N 112N;;;31;31;18;18;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Damaged formation.;;Few high walls open to the North.;Flat floor.;2;Pretty interesting formation;3;3 days after New Moon;2 days after Full Moon;30;10x binoculars;50 mm refractor
CARTAN;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Elie Cartan (ex Apollonius D);(??);Not named;Not named;Not named;Mathematician;France;french;20;20 th century;Dolomieu;1869;Paris;1951;Professor of geometry superior the Sorbonne.  Thesis on the theory of groups in 1894.  Promoter of the differential calculation with Poincaré.;59,3;59.3° East;4,2;4.2° North;North-East;Moon East limb;38;Neper;229;3b2;309C 105N 119C;;;17;17;10;10;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated on the West slope of Apollonius.;Pretty steep slopes supporting a crater and Cartan H to the South.;Few high walls.;Few extensive and flat floor.;2;Pretty interesting formation;3;3 days after New Moon;2 days after Full Moon;50;50 mm refractor;100 mm refractor
CASATUS;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Paolo Casati;Riccioli (1651);Anselmi Elect. Mogunt.;;Casatus;Mathematician and theologian;Italy;italian;17;17 th century;?;1617;?;1707;??;-30,5;30.5° West;-72,6;72.6° South;South-West;Moon South limb;72;Clavius;53;10e1 / 10e2 / 12a1;024S 029S 036S 040S 0408S 055S 061S 080S Q3S 183S 191S 201S 205S;;IV-154-H2 IV-130-H2;114;114;67;67;3900;11800;0,0351;A_____________________________________________________________A;Circular formation forming a double crater with Klaproth.;Pretty steep slopes supporting Casatus A to the West and Casatus H to the East.;High walls ridden by several craterlets whose Casatus J to the South.;Flat floor supporting Casatus C to the North and separated from Klaproth by a line of crest.;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;5;Naked eye;10x binoculars
CASSINI;Crater;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Jean Dominique Cassini;Allard (1700);Not named;Not named;Not named;Astronomer;France;french;17;17 th century;Perinaldo;1625;Paris;1712;Founder and director of the Observatory of Paris in 1672. Member of the Academy of Sciences.  Discoverer of 4 satellites of Saturn and the main division of its rings.;4,6;4.6° East;40,2;40.2° North;North-East;North of Archimedes crater region;12;Aristillus;354;2f3;357N 003N 161N 167N 174N;MM34;IV-110-H2 IV-103-H2;60;60;35;35;1240;3800;0,0218;A____________________________________________________________________________________________________A;Circular formation.;Steep slopes supporting Cassini M to the North-West.;Few high walls.;Flat floor filled with lava supporting Cassini A and B. Hills and craterlets.;4;Exceptional formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
CATALAN;Crater;Birth period not found;Miguel A. Catalàn;(??);Not named;Not named;Not named;Physicist;Spain;spanish;20;20 th century;?;1894;?;1957;Specialist of the spectroscopy.;-87,3;87.3° West;-45,7;45.7° South;South-West;Moon South-West limb;61;Piazzi;0;;Q3SW;;IV-193-H3 IV-038-H2;26;26;15;15;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations.;Few steep slopes.;Few high walls.;Flat floor.;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor
