NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
APOLLO 12 BASE;Misión humana / Alunizaje suave;14/11/1969;Base de alunizaje de la misión Apolo 12;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-23,2;23,2° Oeste;-3;3,0° Sur;Sur-Oeste;Área Sureste de Oceanus Procellarum;42;Fra Mauro;249;No indicado;No indicado;;IV-125-H3;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 14 de Noviembre de 1969 a las 16h 22mn (TU) desde Cabo Kennedy. Vehículo 3,9m diámetro. Módulo de Comando Yankee Clipper (CM) 3,65 m de altura y 5,6 t.  Módulo de Servicio (SM) 7,6 m de largo y 23,1 t. Módulo Lunar Intrepid (LM) 6 m de altura, 4,2 m de ancho y 15,1 t de ellas 10,75 t de propelentes.;Charles P. CONRAD (Comandante) Alan L. BEAN (piloto del LM) Richard F.GORDON (Piloto del CSM). Alunizaje en Noviembre, 1969 a las 6h 54m 35s. Primer paseo el 19 de Noviembre durante 3h 56mn. Segundo paseo en  Noviembre durante 3h 50m. Distancia total 1350 m.;34.4 kg de rocas recogidas. Recuperación de 10 kg de rocas y de la video cámara de la sonda Surveyor 3 distante 180 m. Apollo Lunar Surface Experiment Package -Paquete para Experimento en Superficie Lunar Apolo- (ALSEP) con sismómetro, detector de iones, detector de polvo, magnetómetro, espectrómetro, analizador de atmósfera. Generador termoeléctrico SNAP-27 utilizando plutonio 238. Fin de las transmisiones del ALSEP el 30 de Septiembre de 1977.;Despegue de la Luna  Noviembre 20 at 14h 25mn. Tiempo en superficie : 1d 7h 31mn. Regreso a la Tierra el 24 de Noviembre a las 20h 58 mn. Duración total de la misión : 10d 4h.;0;Formación invisible;9;Dos días después del Cuarto Creciente;Un día después del Cuarto Menguante;999;Invisible;Invisible
APOLLO 12 LM;Equipo inerte / Impacto voluntario;14/11/1969;Módulo Lunar de ascenso en la misión Apollo 12;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-21,2;21,2° Oeste;-3,94;3,94° Sur;Sur-Oeste;Área Sureste de Oceanus Procellarum;42;No indicado;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 14 Noviembre 1969 a las 16h 22mn (TU) desde Cabo Kennedy. Módulo Lunar Intrepid (LM).;Módulo Lunar de la misión Apollo 12 (LM) enviado al suelo lunar para activar los sismómetros de superficie. Impacto el 20 de Noviembre de 1969 a las 22h 17mn 17s.;Impacto a 1.68 km/s con un ángulo de 3.7°. Energía 3.36 x 10^16 ergs.;;0;Formación invisible;9;Dos días después del Cuarto Creciente;Un día después del Cuarto Menguante;999;Invisible;Invisible
APOLLO 13 S IV B;Equipo inerte / Impacto voluntario;13/04/1970;Tercera etapa de la misión Apolo 13 junto con el cohete S IV B Saturno 5;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-27,86;27,86° Oeste;-2,75;2,75° Sur;Sur-Oeste;Parte al Sureste de Oceanus Procellarum;41;No indicado;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 13 de Abril de 1970 desde Cabo Kennedy.;Tercera parte de la misión de Apollo 13 y el cohete Saturno 5 enviado al suelo lunar para activar los sismómetros de superficie. Impacto el 15 de Abril de  1970 a la  1h 9mn 41s.;Impacto a 2.58 km/s con un ángulo de 76°. Energía 4.63 x 10^17 ergs.;;0;Formación invisible;9;Dos días después del Cuarto Creciente;Un día después del Cuarto Menguante;999;Invisible;Invisible
LUNA 16;Sonda / Alunizaje suave;12/09/1970;Luna 16 / Lunik 16 (Clase Ye-8-5);(USSR / MOM / Lavochkin);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;56,4;56,4° Este;0,8;0,8° Norte;Norte-Este;Limbo Este de la Luna;38;Neper;229;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 12 de Septiembre de 1970 a las 13h 25mn (UT) desde Baikonour.;Sonda 5700 kg. Módulo de superficie 1880 kg. Alunizaje suave el 17 de Septiembre de 1970 a las 5h 18mn. Brazo externo. Cavó en el suelo hasta 35 cm de profundidad. Tiempo en superficie : 26h 25mn;Retorno del módulo a la Tierra aterrizando el 24 de Septiembre en Kazakhstan con 101  rocas lunares. Funcionamiento durante varias semanas enviando datos de temperatura y radiaciones.;;0;Formación invisible;3;Tres días después de la Luna Nueva;Dos días después de la Luna Llena;999;Invisible;Invisible
LUNA 17;Sonda / Alunizaje suave;10/11/1970;Luna 17 + Lunakhod 1 / Lunik 17 + Lunakhod 1 (Clase Ye-8) ;(USSR / MOM / Lavochkin);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-35,2;35,2° Oeste;38,2;38,2° Norte;Norte-Oeste;Situado al Noroeste de Mare Imbrium;10;Sinus Iridum;358;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 10 de Noviembre de 1970 a las 14h 44mn (UT) desde Baikonour.;Sonda 5600 kg. Módulo de superficie 1814 kg con dos rampas para el descenso del Lunakhod 1 al suelo. Vehículo radiocontrolado desde la Tierra en tiempo real.;Alunizaje suave en Mare Imbrium. Lunakhod 1 tenía 2.2 m de largo, 1.6m de ancho y 1.35 m de altura con 8 ruedas, cada una con motor independiente y frenos. 756 kg de masa. Fuente de electricidad por panel solar. Calefactor interno con Polonio 210. Velocidad de 1 a 2 km/h. Distancia total 10.542 m durante 10 meses. Cuatro cámaras de ellas dos estereoscópicas.;Análisis físico y mecánico del suelo lunar con una comprobación de 500 lugares diferentes. Análisis químico en 25 lugares diferentes. Magnetómetro. Radiómetro. Envío de más de 20.000 fotografías de ellas 210 panorámicas. Fin de la misión el 4 de Octubre de 1971.;0;Formación invisible;10;Tres días después del Cuarto Creciente;Dos días después del Cuarto Menguante;999;Invisible;Invisible
APOLLO 14 BASE;Misión humana / Alunizaje suave;31/01/1971;Base en superficie de la misión Apolo 14;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-17,4;17,4° Oeste;-3,6;3,6° Sur;Sur-Oeste;Área Sureste de Oceanus Procellarum;42;Fra Mauro;216;No indicado;No indicado;;IV-120-H3;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 31 de Enero de 1971 a las 21h 03mn (TU) desde Cabo Kennedy. Vehículo 3,9 m diámetro. Módulo de Comando Kitty Hawk (CM) 3,65 m de altura y 5,7 t.  Módulo de Servicio (SM) 7,6 m de largo y 23,5 t. Módulo Lunar Antares (LM) 6 m de altura, 4,2 m de ancho y 15,3 t de ellas 11 t de propelentes.;Alan B. SHEPARD (Comandante) Edgar D. MITCHELL (piloto del LM) Stuart A. Roosa (piloto del CSM). Alunizaje el 5 de Febrero de 1971 a las 9h 18mn 11s. LM inclinado a 8°. Primer paseo el 5 de Febrero desde las 14h 42mn hasta las 19h 30mn (4h 48mn). Segundo paseo el 6 de Febrero desde las 8h 11mn hasta las 12h 45mn (4h 34mn) hasta el cráter Cone. Distancia total  3.45 km.;42.9 kg de rocas recogidas. Shepard lanzó una bola de golf con un muestreador. Uso de un carro especial de dos ruedas. Apollo Lunar Surface Experiment Package -Paquete para Experimento en Superficie Lunar Apolo- (ALSEP) con radiotransmisor, sismómetro pasivo, sismómetro activo, detectores de iones y polvo, magnetómetro y reflector láser. Generador nuclear termoeléctrico SNAP-27 con plutonio 238. ALSEP dejó de transmitir el 30 de Septiembre de 1977.;Despegue de la Luna  el 6 de Febrero a las 18h 48mn. Tiempo en superficie : 1d 9h 31mn. Regreso a la Tierra el 24 de Febrero a las 21h 05 mn. Duración total de la misión : 9d 1h.;0;Formación invisible;8;Un día después del Cuarto Creciente;Cuarto Menguante;999;Invisible;Invisible
APOLLO 14 LM;Equipo inerte / Impacto voluntario;31/01/1971;Módulo Lunar de ascenso en la misión Apollo 14;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-19,67;19,67° Oeste;-3,42;3,42° Sur;Sur-Oeste;Área Sureste de Oceanus Procellarum;42;No indicado;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 31 de Enero de 1971 a las 21h 03mn (TU) desde Cabo Kennedy. Módulo Lunar Antares (LM).;Módulo lunar de la misión Apollo 14 (LM) enviado al suelo lunar para activar los sismómetros de superficie. Impacto el 7 de Febrero de 1971 a las 0h 45mn 25s.;Impacto a 1.68 km/s con un ángulo de 3,6°. Energía 3.25 x 10^16 ergs.;;0;Formación invisible;9;Dos días después del Cuarto Creciente;Un día después del Cuarto Menguante;999;Invisible;Invisible
APOLLO 14 S IV B;Equipo inerte / Impacto voluntario;31/01/1971;Tercera etapa de la misión Apolo 14 junto con el cohete S IV B Saturno 5;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-26,02;26,02° Oeste;-8,09;8,09° Sur;Sur-Oeste;Área Sureste de Oceanus Procellarum;42;No indicado;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 31 de Enero de 1971 desde Cabo Kennedy.;Tercera parte de la misión de Apollo 14 y el cohete Saturno 5 enviado al suelo lunar para activar los sismómetros de superficie. Impacto el 4 de Febrero de 1971 a las  7h 40mn 25s.;Impacto a 2.54 km/s con un ángulo de 69°. Energía 4.52 x 10^17 ergs.;;0;Formación invisible;9;Dos días después del Cuarto Creciente;Un día después del Cuarto Menguante;999;Invisible;Invisible
APOLLO 15 BASE;Misión humana / Alunizaje suave;26/07/1971;Base en superficie de la misión Apolo 15;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;3,6;3,6° Este;26;26,0° Norte;Norte-Este;Area de Montes Apenninus;22;Conon;322;No indicado;No indicado;;IV-102-H3 IV-103-H1 IV-110-H1;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 26 de Julio de 1971 desde Cabo Kennedy a las 13h 34mn (TU). Vehículo 3,9m diámetro. Módulo de Comando Endeavour (CM) 3,65 m de altura y 5,7 t.  Módulo de Servicio (SM) 7,6 m de largo y 23,5 t. Módulo Lunar Falcon (LM) desde 6 m de altura, 4,2 m de ancho y 16,4 t de ellas 12 t de propelentes.;David R. SCOTT (Comandante) James B. IRWIN (piloto del LM) Alfred M. WORDEN (piloto del CSM). Alunizaje suave el 30 de Julio de 1971 a las 22h 16mn 29s. Primer paseo el 31 de Julio desde las 13h 13m hasta las 19h 45m (6h 32m). Primera excursión con el LRV el 1 de Agosto desde las 11h 48mn hasta las 19h 01mn (7h 13m). Segunda excursión con el LRV el 2 de Agosto desde las 8h 52mn hasta las 13h 42mn (4h 50m) hasta Rima Hadley. Distancia total 27.9 km alejándose hasta 5 km desde el LM.;Primer uso del Vehículo Lunar Roving (LRV). Cuatro ruedas con motor eléctrico independiente. Conducción mediante stick (joystick). 76.8 kg de rocas recogidas. Scott demostró que una pluma y un martillo caen a la misma velocidad por la ausencia de atmósfera. Cavó hasta 2.36 m de profundidad en Rima Hadley. Apollo Lunar Surface Experiment Package (ALSEP) con radiotransmisor, sismómetro pasivo, medidor atmosférico, detectores de iones y polvo. Medida del flujo térmico. Generador nuclear termoeléctrico SNAP-27 con plutonio 238. ALSEP dejó de transmitir el 30 de Septiembre de 1977.;Despegue de la Luna el 2 de Agosto a las 14h 25mn. Tiempo en superficie : 2d 18h 55mn. Lanzamiento de un sub-satélite lunar el 3 de Agosto a las 20h 13m. Paseo espacial de Worden durante 38 mn el 5 de Agosto 5. Regreso a la Tierra el 7 de Agosto a las 20h 45m. Duración total de la misión : 12d 7h 11m.;0;Formación invisible;7;Cuarto Creciente;Seis días después de la Luna Llena;999;Invisible;Invisible
APOLLO 15 LM;Equipo inerte / Impacto voluntario;26/07/1971;Módulo Lunar de ascenso en la misión Apollo 15;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;0,25;0,25° Este;26,36;26,36° Norte;Norte-Este;Area de Montes Apenninus;22;No indicado;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 26 de Julio de 1971 desde Cabo Kennedy a las 13h 34mn (TU). Módulo Lunar Falcon (LM).;Módulo lunar de la misión Apolo 15 (LM) enviado al suelo lunar para activar los sismómetros de superficie. Impacto el 3 de Agosto de 1971 a las 3h 03mn 37s.;Impacto a 1.7 km/s con un ángulo de 3,2°. Energía 3,4 x 10^16 ergs.;;0;Formación invisible;7;Cuarto Creciente;Seis días después de la Luna Llena;999;Invisible;Invisible
APOLLO 15 S IV B;Equipo inerte / Impacto voluntario;26/07/1971;Tercera etapa de la misión Apolo 15 junto con el cohete S IV B Saturno 5;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-11,81;11,81° Oeste;-1,51;1,51° Sur;Sur-Oeste;Ptoleameus cráter Oeste area;43;No indicado;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 26 de Julio de 1971 desde Cabo Kennedy.;Tercera parte de la misión de Apollo 14 y el cohete Saturno 5 enviado al suelo lunar para activar los sismómetros de superficie. Impacto el 27 de Julio de 1971 a las  20h 58mn 43s.;Impacto a 2.58 km/s con un ángulo de 62°. Energía 4.61 x 10^17 ergs.;;0;Formación invisible;8;Un día después del Cuarto Creciente;Cuarto Menguante;999;Invisible;Invisible
LUNA 18;Sonda / Impacto involuntario;02/09/1971;Luna 18 / Lunik 18 (Clase Ye-8-5);(USSR / MOM / Lavochkin);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;56,4;56,4° Este;3,4;3,4° Norte;Norte-Este;Limbo Este de la Luna;38;Neper;229;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 2 de Septiembre de 1971 a las 13h 40mn (UT) desde Baikonour.;Sonda de 5700 kg. Misma clase que Luna 16. Módulo de superficie de 1880 kg con con etapa de retorno de muestras. Órbita lunar el 7 de Septiembre.;54 órbitas lunares hechas antes del intento de aterrizaje suave. Comunicaciones interrumpidas justo al contactar con el suelo el 11 de Septiembre.;;0;Formación invisible;3;Tres días después de la Luna Nueva;Dos días después de la Luna Llena;999;Invisible;Invisible
LUNA 20;Sonda / Alunizaje suave;14/02/1972;Luna 20 / Lunik 20 (Clase Ye-8-5);(USSR / MOM / Lavochkin);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;56,4;56,4° Este;3,4;3,4° Norte;Norte-Este;Limbo Este de la Luna;38;Neper;229;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 14 de Febrero de 1972 a las 3h 27mn (UT) desde Baikonour.;Sonda 5700 kg. Misma clase que Luna 16. Módulo de superficie de 1880 kg con etapa de retorno de muestras. Órbita lunar el 18 de Febrero. Alunizaje suave el 17 de Septiembre de  1970 a las 5h 18mn. Brazo externo. Cavó en el suelo hasta 35 cm de profundidad. Tiempo en superficie : 26h 25m;Fotografías panorámicas. Retorno suave del módulo a la Tierra aterrizando el 25 de Febrero de 25 con 30 g de rocas lunares. Funcionamiento del módulo de descenso durante varias semanas enviando datos de temperatura y radiaciones.;;0;Formación invisible;3;Tres días después de la Luna Nueva;Dos días después de la Luna Llena;999;Invisible;Invisible
APOLLO 16 BASE;Misión humana / Alunizaje suave;16/04/1972;Base en superficie de la misión Apolo 16;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;15,6;15,6 ° Este;-9;9,0° Sur;Sur-Este;Área al Este del cráter Ptoleameus;45;Andel;0;No indicado;No indicado;;IV-089-H3;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 16 de Abril de 1972 desde Cabo Kennedy a las 17h 54 mn (TU). Vehículo 3,9m diámetro. Módulo de Comando Casper (CM) 3,65 m de altura y 5,7 t.  Módulo de Servicio (SM) 7,6 m de largo y 23,5 t. Módulo Lunar Orion (LM) 6 m de altura, 4,2 m de ancho y 16,4 t de ellas 12 t de propelentes.;John W. YOUNG (Comandante) Charles M. DUKE (piloto del LM) Thomas K. MATTINGLY (piloto del CSM). Alunizaje suave el 21 de Abril de 1971 a las 2h 23m 35s. Primer paseo el 21 de Abril desde las 16h 47m hasta las 23h 58mn (6h 32m). Primera excursión con LRV el 22 de Abril desde las 16h 33mn hasta las 23h 56mn (7h 23m). Segunda excursión con LRV el 23 de Abril desde las 15h 25m hasta las 21h 05m (5h 40m) hasta el Norte del cráter Ray. Distancia total 27 km.;Uso de Vehículo Lunar Roving (LRV). Cuatro ruedas con motor eléctrico independiente. Conducción mediante stick (joystick). 94.7 kg de rocas recogidas. Cavó hasta 3 m de profundidad. Apollo Lunar Surface Experiment Package (ALSEP) con radiotransmisor, sismómetro pasivo, sismómetro activo, magnetómetro. Medida del flujo térmico. Reflector láser. Generador nuclear termoeléctrico SNAP-27 con plutonio 238. ALSEP dejó de transmitir el 30 de Septiembre de 1977.;Despegue de la Luna el 24 de Abril a las 21h 56m. Tiempo en superficie : 2d 32h 2m. Lanzamiento de un sub-satélite lunar el 24 de Abril a las 21h 56m. Paseo lunar de 1h 24m el 25 de Abril. Regreso a la Tierra el 27 de Abril a las 19h 45 mn. Duración total de la misión : 11d 21h 51mn.;0;Formación invisible;7;Cuarto Creciente;Seis días después de la Luna Llena;999;Invisible;Invisible
APOLLO 16 S IV B;Equipo inerte / Impacto voluntario;16/04/1972;Tercera etapa de la misión Apolo 16 junto con el cohete S IV B Saturno 5;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-23,8;23,8° Oeste;1,3;1,3° Norte;Norte-Oeste;Copernicus cráter area;31;No indicado;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 16 de Abril de 1972 desde Cabo Kennedy.;Tercera parte de la misión de Apollo 16 y el cohete Saturno 5 enviado al suelo lunar para activar los sismómetros de superficie. Impacto el 19 de Abril de 1972 a las  21h 02mn 04s.;Impacto a 2.5 km/s con un ángulo de 79°. Energía 4.59 x 10^17 ergs.;;0;Formación invisible;9;Dos días después del Cuarto Creciente;Un día después del Cuarto Menguante;999;Invisible;Invisible
APOLLO 17 BASE;Misión humana / Alunizaje suave;07/12/1972;Base en superficie de la misión Apolo 17;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;30,8;30,8° Este;20,1;20,1° Norte;Norte-Este;Área al Norte de Mare Tranquilitatis;25;Romer;310;No indicado;No indicado;;IV-078-H3;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 7 de Diciembre de 1972 desde Cabo Kennedy a las 5h 33mn (TU). Vehículo 3,9m diámetro. Módulo de Comando America (CM) 3,65 m de altura y 5,7 t.  Módulo de Servicio (SM) 7,6 m de largo y 23,5 t. Módulo Lunar Challenger (LM) 6 m de altura, 4,2 m de ancho y 16,4 t de ellas 12 t de propelentes.;Eugene A. CERNAN (Comandante) Harrison H. SCHMIDT (Geólogo y piloto del LM) Ronald E. EVANS (piloto del CSM).  Alunizaje suave el 11 de Diciembre de 1971 a las 19h 54mn 57s. Primera excursión con el LRV el 11 de Diciembre desde las 23h 54m hasta las 7h 07mn (7h 13m). Segunda excursión con el LRV el 12 de Diciembre desde las 23h 28m hasta las 7h 05mn (7h 37m). Tercera excursión con el LRV el 13 de Diciembre desde las 22h 26m hasta las 5h 41mn (7h 15m). Distancia total de 27 km en la zona del valle de Littrow.;Uso del Vehículo Lunar Roving (LRV). Cuatro ruedas con motor eléctrico independiente. Conducción mediante stick (joystick). 110.5 kg de rocas recogidas. Cavó hasta 2.5 m de profundidad. Apollo Lunar Surface Experiment Package (ALSEP) con radiotransmisor, sismómetro pasivo, sismómetro activo, gravímetro. Medida del flujo térmico. Reflector láser. Generador nuclear termoeléctrico SNAP-27 con plutonio 238. ALSEP dejó de transmitir el 30 de Septiembre de 1977.;Despegue de la Luna el 14 de Diciembre a las 22h 54mn. Tiempo en superficie : 3d 03h 01m. Evans efectuó un paseo lunar de 1h 07m el 14 de Diciembre. Regreso a la Tierra el 19 de Diciembre a las 19h 24 mn. Duración total de la misión : 12d 13h 52mn.;0;Formación invisible;5;Cinco días después de la Luna Nueva;Cuatro días después de la Luna Llena;999;Invisible;Invisible
APOLLO 17 S IV B;Equipo inerte / Impacto voluntario;07/12/1972;Tercera etapa de la misión Apolo 17 junto con el cohete S IV B Saturno 5;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;-12,31;12,31° Oeste;-4,21;4,21° Sur;Sur-Oeste;Área al Oeste del cráter Ptoleameus;43;No indicado;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 7 de Diciembre de 1972 desde Cabo Kennedy.;Tercera parte de la misión de Apollo 17 y el cohete Saturno 5 enviado al suelo lunar para activar los sismómetros de superficie. Impacto el 10 de Diciembre de 1972 a las  20h 32mn 42s.;Impacto a 2.55 km/s con un ángulo de 55°. Energía 4.71 x 10^17 ergs.;;0;Formación invisible;8;Un día después del Cuarto Creciente;Cuarto Menguante;999;Invisible;Invisible
APOLLO 17 LM;Equipo inerte / Impacto voluntario;15/12/1972;Apollo 17 mission LM ascent stage;(NASA/USA);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;30,5;30,5° Este;19,96;19,96° Norte;Norte-Este;Área al Norte de Mare Tranquilitatis;25;No indicado;No indicado;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 7 de Diciembre de 1972 desde Cabo Kennedy a las 5h 33mn (TU). Módulo Lunar Challenger (LM).;Módulo Lunar de la misión Apollo 17 (LM) enviado al suelo lunar para activar los sismómetros de superficie. Impacto el 15 de Diciembre de 1972 a las 6h 50mn 20s.;Impacto a 1,67 km/s con un ángulo de 4,9°. Energía 3,15 x 10^16 ergs.;;0;Formación invisible;4;Cuatro días después de la Luna Nueva;Tres días después de la Luna Llena;999;Invisible;Invisible
LUNA 21;Sonda / Alunizaje suave;08/01/1973;Luna 21 + Lunakhod 2 / Lunik 21 + Lunakhod 2 (Clase Ye-8) ;(USSR / MOM / Lavochkin);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;30,3;30,3° Este;25,9;25,9° Norte;Norte-Este;Área al Norte de Mare Tranquilitatis;25;Romer;312;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 8 de Enero de 1973 a las 6h 55mn (UT) desde Baikonour.;Sonda 4850 kg. Módulo de superficie de 1814 kg con dos rampas para el descenso al suelo de Lunakhod 2. Vehículo radiocontrolado desde la Tierra en tiempo real.;Alunizaje suave en el cráter Le Monnier. Lunakhod 2 tenía 2.2 m de largo, 1.6m de ancho y 1.35 m de altura con 8 ruedas, cada una con motor independiente y freno. 840 kg de masa. Fuente de electricidad mediante panel solar. Calefactor interno con Polonio 210. Velocidad de 1 a 2 km/h. Cuatro cámaras de ellas dos estereoscópicas.;Análisis físico y mecánico del suelo lunar haciendo pruebas en 1000 lugares diferentes. Análisis químico de 25 lugares diferentes. Magnetómetro. Radiómetro. Distancia total 37 km durante 10.5 meses. Envío de más que 80.000 fotografías de ellas 86 panorámicas. Fin de la misión el 4 de Junio de 1974.;0;Formación invisible;3;Tres días después de la Luna Nueva;Dos días después de la Luna Llena;999;Invisible;Invisible
LUNA 23;Sonda / Alunizaje suave;28/10/1974;Luna 23 / Lunik 23;(USSR);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;62,18;62,18° Este;12,41;12,41° Norte;Norte-Este;Limbo Este de la Luna;38;No indicado;;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 28 de Octubre de 1974 a las 14h 30mn (UT) desde Baikonour.;Sonda de 4800 kg. Módulo de superficie de 1880 kg. Brazo externo para cavar el suelo. Planificado para un retorno de muestras. Aterrizaje suave difícil en Mare Crisium. Módulo dañado. Radiotransmisiones durante 3 días. Fallo en el despegue.;;;0;Formación invisible;3;Tres días después de la Luna Nueva;Dos días después de la Luna Llena;999;Invisible;Invisible
LUNA 24;Sonda / Alunizaje suave;09/08/1976;Luna 24 / Lunik 24;(USSR);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;No hay carácter;;;;;;;;;;62,12;62,12° Este;12,45;12,45° Norte;Norte-Este;Limbo Este de la Luna;38;Neper;;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 9 de Agosto 1976 a las 15h 04mn (UT) desde Baikonour.;Sonda de 4800 kg. Módulo de superficie de 1880 kg. Alunizaje suave en Mare Crisium. Brazo externo cavando en el suelo hasta 2 m de profundidad. Retorno de muestras con 170 g de suelo lunar el 22 de Agosto en Siberia Occidental.;;;0;Formación invisible;3;Tres días después de la Luna Nueva;Dos días después de la Luna Llena;999;Invisible;Invisible
HITEN;Sonda / Impacto voluntario;24/01/1990;Hiten / Hagoromo (Ex Muses A);(ISAS / Japon);Inexistente en este periodo;Inexistente en este periodo;Inexistente en este periodo;buddhist angel;Japón;Japonés;;;;;;;;55,3;55,3° Este;-34;34,0° Sur;Sur-Este;Sur Limbo Este de la Luna;69;Furnerius;;No indicado;No indicado;;??;0;0;0;0;0;0;Dato no disponible.;Dato no disponible.;Lanzada el 24 de Enero de 1990 a las 11h 46mn (UT) desde Kagoshima.;Sonda cilíndrica de 1.4 m de diámetro y 0.8 m de altura. 197 kg de ellos 42 kg hidrazina. Incluía un pequeño satélite lunar de 12 kg llamado Hagoromo con forma poliédrica con 26 lados. Puesto en órbita terrestre elíptica. Vueltas por detrás de la Luna el 18 de Marzo de 1990 hasta completas 10 vueltas. Primeras pruebas de aerofrenos a 125 km de altitud en la atmósfera terrestre el 19 de Marzo. Descensos hasta 16.5 km de la superficie lunar.;Hagoromo fue puesto en órbita lunar el 21 de Febrero de 1990 a pesar del fallo de su transmisor. Hiten fue puesto en órbita lunar apuntando hacia Lagrange. No se encontraron partículas capturadas. Puesto en órbita lunar el 15 de Febrero de 1993. Choque voluntario contra la superficie lunar cerca del cráter Stevinus el 10 de Abril de 1993 a las 18h 03mn 26s. ;;0;Formación invisible;3;Tres días después de la Luna Nueva;Dos días después de la Luna Llena;999;Invisible;Invisible
