NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
APOLLO 12 LM;Инертное оборудование / Преднамеренное столкновение;14.11.1969;Apollo 12 mission LM ascent stage;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-21,2;21,2° Запад;-3,94;3,94° Юг;Юго-Запад;Юго-Восточная область Oceanus Procellarum;42;Не указано;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 14 Ноября 1969 в 16 ч. 22 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал). Лунный модуль Intrepid (ЛМ).;Лунный модуль (LM) миссии Аполлон 12, отправленный на лунную поверхность для активации поверхностных сейсмометров. Столкновение Ноября 20, 1969 г. в 22 ч. 17 мин. 17 сек.;Impact at 1.68 km/s with a 3.7° angle. Energy 3.36 x 10^16 ergs.;;0;Невидимое образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;999;Невидимо;Невидимо
APOLLO 13 S IV B;Инертное оборудование / Преднамеренное столкновение;13.04.1970;Apollo 13 mission S IV B Saturn 5 rocket third stage;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-27,86;27,86° Запад;-2,75;2,75° Юг;Юго-Запад;Юго-Восточная часть Oceanus Procellarum;41;Не указано;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 13 Апреля 1970 с космодрома на мысе Кеннеди (Канаверал).;Третий этап миссии Аполлон 13. Ракета Сатурн 5 отправлена на лунную поверхность для активации поверхностных сейсмометров. Столкновение 15 Апреля 1970 г. в  1 ч. 9 мин. 41 сек.;Impact at 2.58 km/s with a 76° angle. Energy 4.63 x 10^17 ergs.;;0;Невидимое образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;999;Невидимо;Невидимо
LUNA 16;Зонд / Мягкая посадка;12.09.1970;Luna 16 / Lunik 16 (Class Ye-8-5);(СССР/MOM/Лавочкин);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;56,4;56,4° Восток;0,8;0,8° Север;Северо-Восток;Восточный лимб Луны;38;Neper;229;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 12 Сентября 1970 в 13 ч. 25 мин. (GMT) с космодрома Байконур.;Зонд 5700 кг. Поверхностный модуль, массой в 1880 кг. Мягкая посадка 17 Сентября 1970 г. в 5 ч. 18 мин. Внешняя рука. Прорыт грунт до глубины 35 см. Время на поверхности: 26 ч. 25 мин.;Return module Earth landing on September 24 in Kazakhstan with 101 g lunar rocks. Descent stage functional during sevral weeks sending temperature and radiations datas.;;0;Невидимое образование;3;3 дня после Новолуния;2 дня после Полнолуния;999;Невидимо;Невидимо
LUNA 17;Зонд / Мягкая посадка;10.11.1970;Luna 17 + Lunakhod 1 / Lunik 17 + Lunakhod 1 (Class Ye-8);(СССР/MOM/Лавочкин);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-35,2;35,2° Запад;38,2;38,2° Север;Северо-Запад;Северо-Западная часть Mare Imbrium;10;Sinus Iridum;358;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 10 Ноября 1970 в 14 ч. 44 мин. (GMT) с космодрома Байконур.;Зонд 5600 кг. Поверхностный модуль, массой в 1814 кг с двумя рампами для Лунахода 1, опущенными к поверхности. Радиоуправляемый с Земли в реальном времени аппарат.;Soft landing in Mare Imbrium. Lunakhod 1 is 2.2 m long, 1.6m wide and 1.35 m high with 8 wheels, each with independant engine and brake. 756 kg mass. Solar panel electrical source. Internal heater with Polonium 210. Speed 1 to 2 km/h. Total distance 10 542 m during 10 monthes. Four cameras whom two stereoscopic.;Physical and mechanical lunar soil analysis with a soil tester at 500 different locations. Chemical analysis at 25 different locations. Magnetometer. Radiometer. Sends more than 20 000 pictures whom 210 panoramas. Mission ends on october 4, 1971.;0;Невидимое образование;10;3 дня после Первой Четверти;2 дня после Последней Четверти;999;Невидимо;Невидимо
APOLLO 14 BASE;Человеческая миссия / Мягкая посадка;31.01.1971;Apollo 14 mission landing base;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-17,4;17,4° Запад;-3,6;3,6° Юг;Юго-Запад;Юго-Восточная область Oceanus Procellarum;42;Fra Mauro;216;Не указано;Не указано;;IV-120-H3;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 31 Января 1971 в 21 ч. 03 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал). Транспортный модуль 3,9 м диаметра. Командный модуль Kitty Hawk (CM) 3,65 м высоты и 5,7 тонн. Сервисный модуль (СМ) 7,6 м длины и 23,5 тонн. Лунный модуль Antares (ЛМ) 6 м высоты, 4,2 м ширины и 15,3 тонн из которых 11 тонн - ракетное топливо.;Alan B. SHEPARD (коммандер), Edgar D. MITCHELL (пилот лунного модуля), Stuart A. Roosa (пилот командно-обслуживающего модуля). Посадка 5 Февраля 1971 г. в 9 ч. 18 мин. 11 сек. Лунный модуль наклонен на 8°. Первая прогулка 5 Февраля с 14 ч. 42 мин. до 19 ч. 30 мин. (4 ч. 48 мин.). Вторая прогулка 6 Февраля с 8 ч. 11 мин. до 12 ч. 45 мин. (4 ч. 34 мин.) до кратера Cone. Всего преодолено 3.45 км.;42.9 kg collected rocks. Shepard launched a golf ball with a sampler. Use of a special two wheels carrier. Apollo Lunar Surface Experiment Package (ALSEP) with radio transmitter, passive sismometer, active sismometer, ions and dust detectors, magnetometer and laser reflector. Nuclear thermoelectrical generator SNAP-27 with plutonium 238. ALSEP end of transmissions on September 30, 1977.;Lift-off  on February 6 on 18h 48mn. Surface time : 1d 9h 31mn. Splash down on February 24 on 21h 05 mn. Mission total duration : 9d 1h.;0;Невидимое образование;8;1 день после Первой Четверти;Последняя Четверть;999;Невидимо;Невидимо
APOLLO 14 LM;Инертное оборудование / Преднамеренное столкновение;31.01.1971;Apollo 14 mission LM ascent stage;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-19,67;19,67° Запад;-3,42;3,42° Юг;Юго-Запад;Юго-Восточная область Oceanus Procellarum;42;Не указано;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 31 Января 1971 в 21 ч. 03 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал). Лунный модуль Antares (ЛМ).;Лунный модуль (LM) миссии Аполлон 14, отправленный на лунную поверхность для активации поверхностных сейсмометров. Столкновение 7 Февраля 1971 г. в 0 ч. 45 мин. 25 сек.;Impact at 1.68 km/s with a 3,6° angle. Energy  3.25 x 10^16 ergs.;;0;Невидимое образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;999;Невидимо;Невидимо
APOLLO 14 S IV B;Инертное оборудование / Преднамеренное столкновение;31.01.1971;Apollo 14 mission S IV B Saturn 5 rocket third stage;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-26,02;26,02° Запад;-8,09;8,09° Юг;Юго-Запад;Юго-Восточная область Oceanus Procellarum;42;Не указано;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 31 Января 1971 с космодрома на мысе Кеннеди (Канаверал).;Третий этап миссии Аполлон 14. Ракета Сатурн 5 отправлена на лунную поверхность для активации поверхностных сейсмометров. Столкновение 4 Февраля 1971 г. в  7 ч. 40 мин. 25 сек.;Impact at 2.54 km/s with a 69° angle. Energy 4.52 x 10^17 ergs.;;0;Невидимое образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;999;Невидимо;Невидимо
APOLLO 15 BASE;Человеческая миссия / Мягкая посадка;26.07.1971;Apollo 15 mission landing base;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;3,6;3,6° Восток;26;26,0° Север;Северо-Восток;Область Montes Apenninus;22;Conon;322;Не указано;Не указано;;IV-102-H3 IV-103-H1 IV-110-H1;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 26 Июля 1971 с космодрома на мысе Кеннеди (Канаверал) в 13 ч. 34 мин. (GMT). Транспортный модуль 3,9 м диаметра. Командный модуль Endeavour (CM) 3,65 м высоты и 5,7 тонн. Сервисный модуль (СМ) 7,6 м длины и 23,5 тонн. Лунный модуль Falcon (ЛМ) с 6 м высоты, 4,2 м ширины и 16,4 тонн из которых 12 тонн - ракетное топливо.;David R. SCOTT (коммандер), James B. IRWIN (пилот лунного модуля), Alfred M. WORDEN (пилот командно-обслуживающего модуля). Мягкая посадка 30 Июля 1971 г. в 22 ч. 16 мин. 29 сек. Первая прогулка 31 Июля с 13 ч. 13 мин. до 19 ч. 45 мин. (6 ч. 32 мин.). Первая вылазка с LRV 1 Августа с 11 ч. 48 мин. до 19 ч. 01 мин. (7 ч. 13 мин.). Вторая вылазка с LRV 2 Августа с 8 ч. 52 мин. до 13 ч. 42 мин. (4 ч. 50 мин.) до Rima Hadley. Всего преодолено 27.9 км на отдалении 5 км от Лунного модуля.;First use of Lunar Roving Vehicle (LRV). Four wheels with independant electrical engine. Stick driving. 76.8 kg collected rocks. Scott showed that a feather and a hammer falls with the same speed because of the atmosphere lack. Dig to 2.36 m deep. Rima Hadley survey. Apollo Lunar Surface Experiment Package (ALSEP) with radio transmitter, passive sismometer, atmosphere measurement, ions and dust detectors. Thermal flux measurement. Nuclear thermoelectrical generator SNAP-27 with plutonium 238. ALSEP end of transmissions on September 30, 1977.;Lift-off  August 2nd on 14h 25mn. Surface time : 2d 18h 55mn. Launch of a lunar sub-satellite on August 3rd on 20h 13mn. Worden 38 mn spacewalk on August 5. Splash down on August 7 at 20h 45 mn. Mission total duration : 12d 7h 11mn.;0;Невидимое образование;7;Первая Четверть;6 дней после Полнолуния;999;Невидимо;Невидимо
APOLLO 15 LM;Инертное оборудование / Преднамеренное столкновение;26.07.1971;Apollo 15 mission LM ascent stage;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;0,25;0,25° Восток;26,36;26,36° Север;Северо-Восток;Область Montes Apenninus;22;Не указано;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 26 Июля 1971 с космодрома на мысе Кеннеди (Канаверал) в 13 ч. 34 мин. (GMT). Лунный модуль Falcon (ЛМ).;Миссии Аполлон 15 Лунный модуль (LM) отправлен на лунную поверхность для активации поверхностных сейсмометров. Столкновение Августа 3, 1971 г. в 3 ч. 03 мин. 37 сек.;Impact at 1.7 km/s with a 3,2° angle. Energy 3,4 x 10^16 ergs.;;0;Невидимое образование;7;Первая Четверть;6 дней после Полнолуния;999;Невидимо;Невидимо
APOLLO 15 S IV B;Инертное оборудование / Преднамеренное столкновение;26.07.1971;Apollo 15 mission S IV B Saturn 5 rocket third stage;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-11,81;11,81° Запад;-1,51;1,51° Юг;Юго-Запад;Западная область кратера Ptoleameus;43;Не указано;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 26 Июля 1971 с космодрома на мысе Кеннеди (Канаверал).;Третий этап миссии Аполлон 15. Ракета Сатурн 5 отправлена на лунную поверхность для активации поверхностных сейсмометров. Столкновение Июля 29, 1971 г. в  20 ч. 58 мин. 43 сек.;Impact at 2.58 km/s with a 62° angle. Energy 4.61 x 10^17 ergs.;;0;Невидимое образование;8;1 день после Первой Четверти;Последняя Четверть;999;Невидимо;Невидимо
LUNA 18;Зонд / Непреднамеренное столкновение;02.09.1971;Luna 18 / Lunik 18 (Class Ye-8-5);(СССР/MOM/Лавочкин);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;56,4;56,4° Восток;3,4;3,4° Север;Северо-Восток;Восточный лимб Луны;38;Neper;229;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 2 Сентября 1971 в 13 ч. 40 мин. (GMT) с космодрома Байконур.;Зонд 5700 кг. Такого же класса, как Луна 16. Поверхностный модуль, массой 1880 кг с этапом возврата образцов. Выход на лунную орбиту 7 Сентября.;54 lunar orbits done before soft landing attempt. Interrupted communications just at soil contact on September 11.;;0;Невидимое образование;3;3 дня после Новолуния;2 дня после Полнолуния;999;Невидимо;Невидимо
LUNA 20;Зонд / Мягкая посадка;14.02.1972;Luna 20 / Lunik 20 (Class Ye-8-5);(СССР/MOM/Лавочкин);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;56,4;56,4° Восток;3,4;3,4° Север;Северо-Восток;Восточный лимб Луны;38;Neper;229;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 14 Февраля 1972 в 3 ч. 27 мин. (GMT) с космодрома Байконур.;Зонд 5700 кг. Такого же класса, как Луна 16. Поверхностный модуль, массой 1880 кг с этапом возврата образцов. Выход на лунную орбиту 18 Февраля. Мягкая посадка 17 Сентября 1970 г. в 5 ч. 18 мин. Внешняя рука. Прорыт грунт до глубины 35 см. Время на поверхности: 26 ч. 25 мин.;Panoramic pictures. Soft Return module Earth landing on February 25 with 30 g lunar rocks. Descent stage functional during sevral weeks sending temperature and radiations datas.;;0;Невидимое образование;3;3 дня после Новолуния;2 дня после Полнолуния;999;Невидимо;Невидимо
APOLLO 16 BASE;Человеческая миссия / Мягкая посадка;16.04.1972;Apollo 16 mission landing base;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;15,6;15,6 ° Восток;-9;9,0° Юг;Юго-Восток;Восточная область кратера Ptoleameus;45;Andel;0;Не указано;Не указано;;IV-089-H3;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 16 Апреля 1972 с космодрома на мысе Кеннеди (Канаверал) в 17 ч. 54 мин. (GMT). Транспортный модуль 3,9 м диаметра. Командный модуль Casper (CM) 3,65 м высоты и 5,7 тонн. Сервисный модуль (СМ) 7,6 м длины и 23,5 тонн. Лунный модуль Orion (ЛМ) 6 м высоты, 4,2 м ширины и 16,4 тонн из которых 12 тонн - ракетное топливо.;John W. YOUNG (коммандер) Charles м. DUKE (пилот лунного модуля) Thomas K. MATTINGLY (пилот командно-обслуживающего модуля). Мягкая посадка 21 Апреля 1971 г. в 2 ч. 23 мин. 35 сек. Первая прогулка 21 Апреля с 16 ч. 47 мин. до 23 ч. 58 мин. (6 ч. 32 мин.). Первая вылазка с LRV 22 Апреля с 16 ч. 33 мин. до 23 ч. 56 мин. (7 ч. 23 мин.). Вторая вылазка с LRV 23 Апреля с 15 ч. 25 мин. до 21 ч. 05 мин. (5 ч. 40 мин.) до кратера North Ray. Всего преодолено 27 км.;Use of Lunar Roving Vehicle (LRV). Four wheels with independant electrical engine. Stick driving. 94.7 kg collected rocks. Dig to 3 m deep. Apollo Lunar Surface Experiment Package (ALSEP) with radio transmitter, passive sismometer, active sismometer, magnetometer. Thermal flux measurement. Laser reflector. Nuclear thermoelectrical generator SNAP-27 with plutonium 238. ALSEP end of transmissions on September 30, 1977.;Lift-off  April 24 on 21h 56mn. Surface time : 2d 32h 2mn. Launch of a lunar sub-satellite on April 24 on 21h 56mn. Mattingly 1h 24mn spacewalk on April 25. Splash down on April 27 on 19h 45 mn. Mission total duration : 11d 21h 51mn.;0;Невидимое образование;7;Первая Четверть;6 дней после Полнолуния;999;Невидимо;Невидимо
APOLLO 16 S IV B;Инертное оборудование / Преднамеренное столкновение;16.04.1972;Apollo 16 mission S IV B Saturn 5 rocket third stage;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-23,8;23,8° Запад;1,3;1,3° Север;Северо-Запад;Область кратера Copernicus;31;Не указано;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 16 Апреля 1972 с космодрома на мысе Кеннеди (Канаверал).;Третий этап миссии Аполлон 16. Ракета Сатурн 5 отправлена на лунную поверхность для активации поверхностных сейсмометров. Столкновение 19 Апреля 1972 г. в  21 ч. 02 мин. 04 сек.;Impact at 2.5 km/s with a 79° angle. Energy 4.59 x 10^17 ergs.;;0;Невидимое образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;999;Невидимо;Невидимо
APOLLO 17 BASE;Человеческая миссия / Мягкая посадка;07.12.1972;Apollo 17 mission landing base;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;30,8;30,8° Восток;20,1;20,1° Север;Северо-Восток;Северная область Mare Tranquillitatis;25;Rцmer;310;Не указано;Не указано;;IV-078-H3;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 7 Декабря 1972 с космодрома на мысе Кеннеди (Канаверал) в 5 ч. 33 мин. (GMT). Транспортный модуль 3,9 м диаметра. Командный модуль America (CM) 3,65 м высоты и 5,7 тонн. Сервисный модуль (СМ) 7,6 м длины и 23,5 тонн. Лунный модуль Challenger (ЛМ) 6 м высоты, 4,2 м ширины и 16,4 тонн из которых 12 тонн - ракетное топливо.;Eugene A. CERNAN (коммандер) Harrison H. SCHMIDT (геолог и пилот лунного модуляe) Ronald E. EVANS (пилот командно-обслуживающего модуля).  Мягкая посадка Декабря 11, 1971 г. on 19 ч. 54 мин. 57 сек. Первая вылазка с LRV 11 Декабря с 23 ч. 54 мин. до 7 ч. 07 мин. (7 ч. 13 мин.). Вторая вылазка с LRV 12 Декабря с 23 ч. 28 мин. до 7 ч. 05 мин. (7 ч. 37 мин.). Третья вылазка с LRV 13 Декабря с 22 ч. 26 мин. до 5 ч. 41 мин. (7 ч. 15 мин.). Всего преодолено в долине Taurus - Littrow 27 км.;Use of Lunar Roving Vehicle (LRV). Four wheels with independant electrical engine. Stick driving. 110.5 kg collected rocks. Dig to 2.5 m deep. Apollo Lunar Surface Experiment Package (ALSEP) with radio transmitter, passive sismometer, active sismometer, gravimeter. Thermal flux measurement. Laser reflector. Nuclear thermoelectrical generator SNAP-27 with plutonium 238. ALSEP end of transmissions on September 30, 1977.;Lift-off  December 14 on 22h 54mn. Surface time : 3d 03h 01mn. Evans 1h 07mn spacewalk on December 14. Splash down on December 19 on 19h 24 mn. Mission total duration : 12d 13h 52mn.;0;Невидимое образование;5;5 дней после Новолуния;4 дня после Полнолуния;999;Невидимо;Невидимо
APOLLO 17 S IV B;Инертное оборудование / Преднамеренное столкновение;07.12.1972;Apollo 17 mission S IV B Saturn 5 rocket third stage;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;-12,31;12,31° Запад;-4,21;4,21° Юг;Юго-Запад;Западная область кратера Ptoleameus;43;Не указано;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 7 Декабря 1972 с космодрома на мысе Кеннеди (Канаверал).;Третий этап миссии Аполлон 17. Ракета Сатурн 5 отправлена на лунную поверхность для активации поверхностных сейсмометров. Столкновение 10 Декабря 1972 г. в  20 ч. 32 мин. 42 сек.;Impact at 2.55 km/s with a 55° angle. Energy 4.71 x 10^17 ergs.;;0;Невидимое образование;8;1 день после Первой Четверти;Последняя Четверть;999;Невидимо;Невидимо
APOLLO 17 LM;Инертное оборудование / Преднамеренное столкновение;15.12.1972;Apollo 17 mission LM ascent stage;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;30,5;30,5° Восток;19,96;19,96° Север;Северо-Восток;Северная область Mare Tranquillitatis;25;Не указано;Не указано;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 7 Декабря 1972 с космодрома на мысе Кеннеди (Канаверал) в 5 ч. 33 мин. (GMT). Лунный модуль Challenger (ЛМ).;Лунный модуль (LM) миссии Аполлон 17, отправленный на лунную поверхность для активации поверхностных сейсмометров. Столкновение 15 Декабря 1972 г. в 6 ч. 50 мин. 20 сек.;Impact at 1,67 km/s with a 4,9° angle. Energy 3,15 x 10^16 ergs.;;0;Невидимое образование;4;4 дня после Новолуния;3 дня после Полнолуния;999;Невидимо;Невидимо
LUNA 21;Зонд / Мягкая посадка;08.01.1973;Luna 21 + Lunakhod 2 / Lunik 21 + Lunakhod 2 (Class Ye-8);(СССР/MOM/Лавочкин);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;30,3;30,3° Восток;25,9;25,9° Север;Северо-Восток;Северная область Mare Tranquillitatis;25;Rцmer;312;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 8 Января 1973 в 6 ч. 55 мин. (GMT) с космодрома Байконур.;Зонд 4850 кг. Поверхностный модуль, массой в 1814 кг с двумя рампами для Лунахода 2, опущенными к поверхности. Радиоуправляемый с Земли в реальном времени аппарат.;Soft landing in Le Monnier crater. Lunakhod 2 is 2.2 m long, 1.6m wide and 1.35 m high with 8 wheels, each with independant engine and brake. 840 kg mass. Solar panel electrical source. Internal heater with Polonium 210. Speed 1 to 2 km/h. Four cameras whom two stereoscopic.;Physical and mechanical lunar soil analysis with a soil tester at 1000 different locations. Chemical analysis at 25 different locations. Magnetometer. Radiometer. Total distance 37 km during 10.5 monthes. Sends more than 80 000 pictures whom 86 panoramas. Mission ends June 4, 1974.;0;Невидимое образование;3;3 дня после Новолуния;2 дня после Полнолуния;999;Невидимо;Невидимо
LUNA 23;Зонд / Мягкая посадка;28.10.1974;Luna 23 / Lunik 23;(СССР);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;62,18;62,18° Восток;12,41;12,41° Север;Северо-Восток;Восточный лимб Луны;38;Не указано;;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 28 Октября 1974 в 14 ч. 30 мин. (GMT) с космодрома Байконур.;Зонд 4800 кг. Поверхностный модуль, массой в 1880 кг. Внешняя рука для рытья грунат. Планировался возврат образцов. Тяжелая мягкая посадка в Mare Crisium. Повреждён посадочный модуль. Радиоперачи в течение 3 дней. Старт не удался.;;;0;Невидимое образование;3;3 дня после Новолуния;2 дня после Полнолуния;999;Невидимо;Невидимо
LUNA 24;Зонд / Мягкая посадка;09.08.1976;Luna 24 / Lunik 24;(СССР);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;62,12;62,12° Восток;12,45;12,45° Север;Северо-Восток;Восточный лимб Луны;38;Neper;;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 9 Августа 1976 в 15 ч. 04 мин. (GMT) с космодрома Байконур.;Зонд 4800 кг. Поверхностный модуль, массой в 1880 кг. Мягкая посадка в Mare Crisium. Внешняя рука прорыла грунт до глубины 2 м. Произведен возврат 170 г образцов лунного грунта 22 Августа в Западной Сибири.;;;0;Невидимое образование;3;3 дня после Новолуния;2 дня после Полнолуния;999;Невидимо;Невидимо
HITEN;Зонд / Преднамеренное столкновение;24.01.1990;Hiten / Hagoromo (Ex Muses A);(ISAS/Япония);Не существовало в это время;Не существовало в это время;Не существовало в это время;буддистский ангел;Японии;Японский;;;;;;;;55,3;55,3° Восток;-34;34,0° Юг;Юго-Восток;Юго-Восточный лимб Луны;69;Furnerius;;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 24 Января 1990 в 11 ч. 46 мин. (GMT) с космодрома Кагосима.;Цилиндрический зонд 1.4 м в диаметре и 0.8 м в высоту. 197 кг, из которых 42 кг гидразина. Содержит небольшой 12 кг лунный спутник Hagoromo, многогранной формы (26 граней). Выведен на эллиптическую орбиту. Совершает виток вокруг Луны Марта 18, 1990 г., затем еще 10 раз. Первое тестирование аэродинамического торможения на высоте 125 км в земной атмосфере Марта 19. Спуск на 16,5 км до лунной поверхности.;Hagoromo put on lunar orbit on February 21, 1990 despite of its transmiter failure. Hiten put to lunar orbit Lagrange points. No captured particles found. Put on lunar orbit on February 15, 1993. Voluntary crash on lunar surface near crater Stevinus on April 10, 1993 on 18h 03mn 26s.;;0;Невидимое образование;3;3 дня после Новолуния;2 дня после Полнолуния;999;Невидимо;Невидимо
LUNAR PROSPECTOR;Зонд / Преднамеренное столкновение;07.01.1998;Lunar Prospector;(NASA/США);Не существовало в это время;Не существовало в это время;Не существовало в это время;Нет главы;;;;;;;;;;42;42,0° Восток;-87,7;87,7° Юг;Юго-Восток;Южный лимб Луны;74;Manzinus;42;Не указано;Не указано;;??;0;0;0;0;0;0;Данные недоступны.;Данные недоступны.;Запущен 7 Января 1998 в 2 ч. 28 мин. (GMT) с космодрома на мысе Кеннеди (Канаверал).;285 кг зонд, взявший часть праха астронома Eugene Shoemaker в программе Аполлон. Выход на лунную полярную орбиту 13 Января, 1998 г. на высоте 100 км. Снижение до 10 км 6 месяца позже. Полная топографическая съемка в различных районах. 5 Марта, обнаружение воды в затемненных основаниях полярных кратеров.;Sent on lunar soil on July 31 1999 on 9h 52mn near crater Scott. Impact observed by Hubble and Keck telescopes. No water emission recorded.;;0;Невидимое образование;4;4 дня после Новолуния;3 дня после Полнолуния;999;Невидимо;Невидимо
