NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
COLOMBO;Кратер;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Christophe Colomb;Mдdler (1837);Welperi;Mons Tancon;Не названо;штурман;Испании;Испанский;15;15-го века;Gкnes;1451;Valladolid;1506;Discoverer of America (Island Bahamas) 12 October 1492.  Realized three others travel in Southern and Central America."""";45;45.0° Восток;-15,1;15.1° Юг;Юго-Восточный;Южная граница Mare Fecunditatis;59;Petavius;190;15d5;315C/S 323C 328C 124C/S 131C/S 135C/S;;IV-060-H2 IV-065-H1;78;78;46;46;2400;7300;0,0316;A____________________________________________________________________A;Isolated circular formation situated on the West bank of Mare Fecunditatis.;Steep slopes to the South and overlapped by the large crater Colombo A to the North-West by Colombo B to the South-West and by Colombo M to the East.;Few high walls to the North but high and tormented to the South-East.;Flat floor. Small central mountain. Hills and craterlets.;3;Очень интересное образование;4;4 дня после Новолуния;3 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
CONDON;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Edward W. Condon (ex Webb R);(??);Не названо;Не названо;Не названо;физик;США;Американский;20;20-го века;?;1902;?;1974;President of a commission of studies on UFO and author of a famous report."""";60,4;60.4° Восток;1,9;1.9° Север;Северо-Восточный;Восточный лимб Луны;38;Neper;229;3b1 / 15b8;309C 105N 112C 119C;;V-181-M;36;36;21;21;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Damaged circular formation situated on the bank of Sinus Successus.;Pretty steep slopes supporting Webb F and G to the South-East.;Few high walls damaged to the South-West.;Flat floor filled with lava. Hills.;2;Довольно интересное образование;3;3 дня после Новолуния;2 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
CONDORCET;Кратер;Период появления не определен;Marie Jean Antoine de Caritat (Marquis of Condorcet);Schrцter (1802);Не названо;Не названо;Не названо;философ, математик и политик;Франции;Французский;18;18-го века;Ribemont;1743;Bourg-la-Reine;1794;Collaborator of 'the Encyclopedia' .  Chief of the 'Philosophical Party' .  Member of the Academy of Sciences in 1769.;69,6;69.6° Восток;12,1;12.1° Север;Северо-Восточный;Восточный лимб Луны;38;Neper;228;3b3;303C Q1E Q4E 099N 105N;MM96;;77;77;45;45;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Circular formation situated to the East of Mare Crisium.;Pretty steep slopes supporting Condorcet A E and G to the South-West.;Few high walls ridden to the North by Condorcet Y.;Flat floor filled with somber lava.;3;Очень интересное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
CONON;Кратер;Коперниковский (с -1.1 миллиардов лет до наших дней);Conon of Samos;(??);Не названо;Не названо;Не названо;математик и астроном;Греции;Греческий;-4;4-го века до новой эры;Samos;300 BC;?;?;Friend of Archimede.  Author of the constellation 'Hair of Berenice'.  Author of 7 books devoted to the astronomy.;2;2.0° Восток;21,6;21.6° Север;Северо-Восточный;Район Montes Apenninus;22;Conon;322;1g6;357C 003C 167N 174C;;IV-102-H3;22;22;13;13;2320;7000;0,1055;A___________________A;Isolated circular formation situated in Montes Apenninus.;Pretty steep slopes.;High walls.;Few extensive and flat floor with small central hill.;3;Очень интересное образование;7;Первая Четверть;6 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
COOK;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;James Cook;Mдdler (1837);Не названо;Не названо;Не названо;штурман;Англии;Английский;18;18-го века;Marton;1728;Hawaii;1779;Expeditions on the Endeavour to Tahiti in 1769 for the passage of Venus in front of the Sun.  Discovery of the New-Zealand and Australia in 1770. Discovery of Hawaii in 1778.;48;48.0° Восток;-17,5;17.5° Юг;Юго-Восточный;Южная граница Mare Fecunditatis;59;Petavius;146;15d4;315C/S 323C/S 119C/S 124C 131C/S;;IV-060-H2;49;49;29;29;1200;3600;0,0255;A_____________________________________________________________________________________A;Isolated circular formation situated on the South-West bank of Mare Fecunditatis.;Few steep slopes supporting a chain of craterlets to the North-East a crater to the South-West and a perpendicular mountainous crest to the North.;Few high walls ridden by 2 craterlets to the North-East.;Extensive flat floor filled with lava supporting the crater Cook A to the South-East.;3;Очень интересное образование;4;4 дня после Новолуния;3 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
COPERNICUS;Кратер;Коперниковский (с -1.1 миллиардов лет до наших дней);Nicolas Copernic;Riccioli (1651);Philippi IV;Insula Sicilia + Mons Aetna;Copernicus;астроном;Польши;Польский;16;16-го века;Torun;1473;Frauenburg;1543;Canon of Frauenburg in 1479.  Doctor of the university of Ferrare in 1503.  Author of the 'De revolutionibus orbium coelestium ' in 1543 presenting the heliocentric system in which the Earth and planets turn around the Sun.;-20;20.0° Запад;9,7;9.7° Север;Северо-Западный;Район кратера Copernic;31;Copernicus;294;5 e4;018C 024C 029C 191C 201C;ST02/01  MM15  MM47 L100/005;IV-126-M IV-133-M IV-126-H2 IV-121-H2 IV-138-M;95;95;56;56;3760;11400;0,0404;A_____________________________________________________A;Young and isolated formation with hexagonal form. Bright rays all around.;Very steep slopes dominant Mare Insularum of 900 m tormented and supporting Fauth to the South and Gay-Lussac to the North.;;Floor flatter to the North that to the South. Three central mountains (1200 m). Hills and ruins in the arena.;4;Исключительное образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;30;10x бинокль;50 мм рефрактор
CREMONA;Кратер;Период появления не определен;Luigi Cremona;Arthur / Whitaker (1963);Не названо;Не названо;Не названо;математик и политик;Италии;Итальянский;19;19-го века;Pavie;1830;Rome;1903;Director of School of applications of engineers of Rome. Minister of the Public Instruction in 1898.;-90,6;90.6° Запад;67,5;67.5° Север;Северо-Западный;Северо-Северо-Западный лимб Луны;2;Pythagoras;407;6f7;Q2N 247N;;;88;88;52;52;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Situated in the zone of librations. Circular formation.;Steep slopes supporting Cremona A to the North.;High walls crushed by Boole L to the South.;Flat and extensive floor with Cremona B & C to the West.;1;Малоинтересное или сложное образование;13;6 дней после Первой Четверти;5 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
CRILE;Малый кратер;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;G. Crile (ex Proclus F);(??);Не названо;Не названо;Не названо;философ;США;Американский;20;20-го века;?;1864;?;1943;??;46;46.0° Восток;14,2;14.2° Север;Северо-Восточный;Северная граница Mare Fecunditatis;37;Taruntius;264;3d4;315C;;;9;9;5;5;1500;4500;0,1667;A___________A;Isolated circular formation with bowl shape.;Few steep slopes.;Few high walls.;Rounded floor.;1;Малоинтересное или сложное образование;4;4 дня после Новолуния;3 дня после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
CROZIER;Кратер;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Franзois R. M. Crozier;Birt / Lee (1865);Не названо;Не названо;Не названо;штурман;Англии;Английский;19;19-го века;?;1796;?;1848;Collaborator of Parry and Ross.;50,8;50.8° Восток;-13,5;13.5° Юг;Юго-Восточный;Восточная часть Mare Fecunditatis;48;Messier;191;15d5;315C 124C;;IV-060-H2;22;22;13;13;1300;3900;0,0591;A___________________________________A;Circular formation forming a clover with Crozier M and D of identical aspect.;Pretty steep slopes supporting Crozier M to the South and Crozier D to the East.;Few high walls.;Extensive flat floor filled with somber lava.;2;Довольно интересное образование;4;4 дня после Новолуния;3 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
CRUGER;Кратер;Нижний Имбрийский (с -3.85 миллиардов лет до -3.8 миллиардов лет);Peter Crьger;Riccioli (1651);Не названо;Fontes Amari;Cruger;математик;Германии;Германский;17;17-го века;?;1580;?;1639;??;-66,8;66.8° Запад;-16,7;16.7° Юг;Юго-Западный;Западо-Юго-Западный лимб Луны;50;Darwin;186;11g5;067C 075C 080C 233C 237C/S 247C/S;MM182;IV-168-H2 IV-106-H2 IV-161-H2;48;48;28;28;490;1500;0,0107;Слишком плоское. Невозможно изобразить.;Remarkable circular formation for its weak albedo.;Few steep slopes.;Few high walls.;Flat floor filled with very somber lava. Craterlet.;4;Исключительное образование;13;6 дней после Первой Четверти;5 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
CURTIS;Малый кратер;Коперниковский (с -1.1 миллиардов лет до наших дней) ?;Heber Doust Curtis (ex Picard Z);(??);Не названо;Не названо;Не названо;астроном;США;Американский;20;20-го века;?;1872;?;1942;??;56,6;56.6° Восток;14,6;14.6° Север;Северо-Восточный;Северо-Западная граница Mare Crisium;26;Cleomedes;263;;Q4SE;;;3;3;2;2;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Isolated circular formation with bowl shape.;Few steep slopes.;Few high walls.;Rounded floor.;1;Малоинтересное или сложное образование;3;3 дня после Новолуния;2 дня после Полнолуния;100;100 мм рефлектор;200 мм рефлектор
CURTIUS;Кратер;Нектарийский (с -3.92 миллиардов лет до -3.85 миллиардов лет);Albert Curtz;Riccioli (1651);Не названо;Mons Techisandam;Curtius;астроном;Германии;Германский;17;17-го века;?;1600;?;1671;Publisher of the observations of Tycho Brahй.;4;4.0° Восток;-67,2;67.2° Юг;Юго-Восточный;Южный лимб Луны;73;Moretus;45;10b2 / 14e2;351S 357S 003S 009S 018S 148S 154S 161S 167S 174S 179S;;IV-118-H2;99;99;58;58;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Circular formation.;Steep slopes supporting Curtius B to the North Curtius D to the North-East and Curtius E to the West.;High walls in terraces overlapped by a crater to the East and a craterlet to the South.;Flat floor supporting several craterlets whose 2 to the North-West. Small mountain with 3 summits off-center to the North-West.;3;Очень интересное образование;7;Первая Четверть;6 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
CUSANUS;Кратер;Период появления не определен;Nicolas de Cusa;Schmidt (1878);Не названо;Не названо;Не названо;богослов;Германии;Германский;15;15-го века;Kues;1401;Todie;1464;Representative of the Pope in Germany.  Opponent to the geocentrism. Important work in literature.;70,8;70.8° Восток;72;72.0° Север;Северо-Восточный;Северо-Северо-Восточный лимб Луны;6;Strabo;392;2c8;291N 303N 309N 315N Q1N 100N 106N;;IV-056-H2;65;65;38;38;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Circular formation.;Pretty steep slopes.;Few high walls supporting two craterlets to the East.;Flat floor.;2;Довольно интересное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
CUVIER;Кратер;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Georges Cuvier;Mдdler (1837);Не названо;Не названо;Licetus;натуралист и палеонтолог;Франции;Французский;19;19-го века;Montbйliard;1769;Paris;1832;Creator of the compared anatomy and the paleontology.  Member of the Academy of Sciences in 1795 and of the French Academy in 1818.;9;9.0° Восток;-50,3;50.3° Юг;Юго-Восточный;Южный лимб Луны;74;Manzinus;42;10a4 / 14e4;351S 357S 003S 143S 148S 154S 161S 169S;;IV-106-H3 IV-112-H1 IV-107-H1;77;77;45;45;3800;11500;0,0507;A__________________________________________A;Circular formation.;Steep slopes supporting the quartet Heraclitus to the West and a composed remarkable chain of Cuvier F A E and B to the South-East.;High walls in light terraces.;Flat floor with lava flood to the North-West.;3;Очень интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
CYRILLUS;Кратер;Нектарийский (с -3.92 миллиардов лет до -3.85 миллиардов лет);Saint Cyrille;Riccioli (1651);Ferd. Caroli Leop F.;Mons Moschus;Cyrillus;философ;Греции;Греческий;5;5-го века;Alexandrie;376;Alexandrie;444;Fit to condemn the heresy of Nestor in 431 and specified the doctrine of the Incarnation of the Christ.;24;24.0° Восток;-13,2;13.2° Юг;Юго-Восточный;Северо-Западный район кратера Theophilus;46;Theophilus;196;13a5 / 13b5 / 15h5;343C 143C/S 148C 154C/S 161S;ST02/02  MM112 L100/008;IV-084-H2;100;100;59;59;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Damaged circular formation forming a remarkable trio with Theophilus and Catharina.;Tormented and steep slopes supporting Theophilus to the North-East Ibn Ru'shd to the North-West and Cyrillus E F and G to the South-East.;Pretty high walls more high to the East that to the West crushed by Theophilus to the North-East and ridden by Cyrillus A to the South-West.;Tormented and extensive floor with 3 central mountains and a groove to the South. Hills and craterlets.;4;Исключительное образование;5;5 дней после Новолуния;4 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
CYSATUS;Кратер;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет) ?;Jean-Baptiste Cysat;Riccioli (1651);Не названо;Не названо;Cysatus;математик и астроном;Швейцарии;Швейцарский;17;17-го века;?;1588;?;1657;??;-6,1;6.1° Запад;-66,2;66.2° Юг;Юго-Западный;Южный лимб Луны;73;Moretus;45;10c2 / 14f2;009S O19S 167S 174S 179S;;IV-118-H2;51;51;30;30;4000;12100;0,0816;A_________________________A;Circular formation situated on the slope of Gruemberger.;to the West Steep slopes supporting many craterlets to the North and Cysatus E to the East.;Very high walls damaged to the South-East.;Flat floor.;3;Очень интересное образование;8;1 день после Первой Четверти;Последняя Четверть;30;10x бинокль;50 мм рефрактор
DA VINCI;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Leonardo da Vinci (Leonard of Vinci);Peucker (1935);Не названо;Не названо;Не названо;художник и ученый;Италии;Итальянский;15;15-го века;Vinci;1452;Amboise;1519;Painter and author sculptor of famous works of the Renaissance. Works in many areas as anatomy the applied mechanics and the geology.;45;45.0° Восток;9,1;9.1° Север;Северо-Восточный;Северная граница Mare Fecunditatis;37;Taruntius;269;3d3;;;;39;39;23;23;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Wrecked formation of irregular form.;Steep slopes supporting Watts to the South-East.;Very damaged walls crumbled to the South.;Very tormented floor. Central mountain. Hills craterlets and lines of crest.;2;Довольно интересное образование;4;4 дня после Новолуния;3 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
DAGUERRE;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Louis Jacques Mandй Daguerre;Schmidt (1878);Не названо;Не названо;Не названо;инженер;Франции;Французский;19;19-го века;Cormeilles en Parisi;1789;Bry sur Marne;1851;Inventor of the diorama in 1822.  Associate to Niepce for the invention of the photography by daguerreotypes.;33,6;33.6° Восток;-11,9;11.9° Юг;Юго-Восточный;Северо-Восточный район кратера Theophilus;47;Capella;234;15f6;328C/S 135C/S 143C/S;MM113;;48;48;28;28;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Almost ghost circular formation.;Quasi flat slopes supporting a similar crater to the North-West and a craterlet to the South-East.;Quasi non-existent walls completely gobbled to the South.;Flat floor filled with the lava of Mare Nectaris. Small central relief subsisting. Grooves and craterlets.;3;Очень интересное образование;5;5 дней после Новолуния;4 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
DALE;Кратер;Период появления не определен;Sir Henry Hallet Dale;(??);Не названо;Не названо;Не названо;физиолог;Великобритании;Британский;20;20-го века;London;1875;Cambridge;1968;Works on the chemistry of the nervous system. Nobel Price in 1936.;82,9;82.9° Восток;-9,6;9.6° Юг;Юго-Восточный;Восточный лимб Луны;49;Langrenus;188;;Q4L;;;22;22;13;13;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Circular formation with bowl shape situated in the zone of librations.;Few steep slopes supporting a craterlet to the South.;;Rounded floor.;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
DALTON;Кратер;Период появления не определен;John Dalton;Arthur / Whitaker (1963);Не названо;Не названо;Не названо;химик и физик;Англии;Английский;19;19-го века;Eaglesfield;1766;Manchester;1844;Creator of the atomic theory.  Studies on the compression of gases.  Study on the daltonism.  Author of an English grammar.;-84,3;84.3° Запад;17,1;17.1° Север;Северо-Западный;Западо-Северо-Западный лимб Луны;17;Struve;0;7g6;Q2NW;;IV-188-H2;63;63;37;37;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Situated in the zone of librations. Circular formation.;;High walls.;Flat floor with groove. Small mountain off-center.;1;Малоинтересное или сложное образование;14;Полнолуние;6 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
DALY;Кратер;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Reginald Aldworth Daly (ex Apollonius P);Mдdler (1837);Не названо;Не названо;Не названо;геолог;США;Американский;20;20-го века;Napanee;1871;Cambridge;1957;Professor in Harvard.  Specialist of glaciations of the Quaternary.;59,6;59.6° Восток;5,7;5.7° Север;Северо-Восточный;Восточный лимб Луны;38;Neper;229;3b2;309C 315C 105N 112N/C 119C;;;17;17;10;10;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Formation of irregular form forming a couple overlapped with Apollonius F.;Pretty steep slopes crushed by Apollonius F to the East.;Pretty high walls.;Few extensive and flat floor.;2;Довольно интересное образование;3;3 дня после Новолуния;2 дня после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
DAMOISEAU;Кратер;Верхний Имбрийский (с -3.8 миллиардов лет до -3.2 миллиардов лет);Marie Charles Thйodore de Damoiseau;(??);Не названо;Не названо;Не названо;астроном;Франции;Французский;18;18-го века;Besanзon;1768;Issy les Moulineaux;1846;Author of a theory and tables on movements of the Moon.;-61,1;61.1° Запад;-4,8;4.8° Юг;Юго-Западный;Западный лимб Луны;39;Grimaldi;226;7f2 / 11f7;061C 067C 075C 080C 233C 237C/S;;IV-156-H3 IV-161-H3;37;37;22;22;1200;3600;0,0324;A__________________________________________________________________A;Fomplex formation. Crater having crushed Damoiseau M. North extremity of Rimae Grimaldi.;Few steep slopes supporting Damoiseau K lengthened to the East.;Few high walls.;Tormented floor. Small central mountain. Line of crest. Craterlet.;3;Очень интересное образование;12;5 дней после Первой Четверти;4 дня после Последней Четверти;30;10x бинокль;50 мм рефрактор
DANIELL;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;John Frederick Daniell;Birt / Lee (1865);Не названо;Не названо;Не названо;физик;Англии;Английский;19;19-го века;London;1790;London;1845;Inventor of a hygrometer and an electrical battery.;31,1;31.1° Восток;35,3;35.3° Север;Северо-Восточный;Северо-Восточный район Mare Serenitatis;14;Hercules;314;1b8 / 2a2 / 4g4;328N 334N 343N 131N 135N 143N 148N;;IV-086-H2;31;31;18;14;2070;6300;0,069;A______________________________A;Oval formation.;Few steep slopes supporting the craterlet Daniell W to the North-East.;Pretty high walls.;Extensive flat floor.;3;Очень интересное образование;5;5 дней после Новолуния;4 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
DARNEY;Кратер;Коперниковский (с -1.1 миллиардов лет до наших дней) ?;Maurice Darney;Lamech (1956);Fournerii;Не названо;Не названо;астроном;Франции;Французский;20;20-го века;?;1882;?;1958;Author of many observations of the Moon.;-23,5;23.5° Запад;-14,5;14.5° Юг;Юго-Западный;Юго-Восточный район Oceanus Procellarum;42;Fra Mauro;167;9 e5;024C 029S 036C/S 040C/S 191C 201C;;IV-125-H2;15;15;9;9;2620;7900;0,1747;A__________A;Isolated circular formation with bowl shape of large size and situated in a mountainous region.;Steep slopes.;High walls.;Rounded floor.;3;Очень интересное образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;50;50 мм рефрактор;100 мм рефрактор
D'ARREST;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Heinrich Louis d'Arrest;Schmidt (1878);Не названо;Mons Horminius;Не названо;астроном;Германии;Германский;19;19-го века;Berlin;1822;Copenhague;1875;Comets and asteroid specialist.  Observer of nebulae and clusters of stars.  Numerous stellar astronomy works.;14,7;14.7° Восток;2,3;2.3° Север;Северо-Восточный;Восточный район Mare Tranquillitatis;34;Hyginus;274;1d1 / 13c8;351C 154C 161C;;;31;31;18;18;1500;4500;0,05;A__________________________________________A;Damaged circular formation.;Pretty steep slopes supporting d'Arrest M and A to the West.;Damaged and little high walls.;Flat floor filled with lava. Hills.;3;Очень интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
DARWIN;Равнина, окруженная валами;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет);Charles R. Darwin;Schmidt (1878);Не названо;Не названо;Не названо;натуралист;Англии;Английский;19;19-го века;Shrewsbury;1809;Down;1882;Trip in South America with the 'Beagle' from 1831 to 1836.  Author of 'Of the origin of species by way of natural selection' in 1859.  Author of the theory of the transforming evolution of species called 'Darwinism'.;-69,1;69.1° Запад;-19,8;19.8° Юг;Юго-Западный;Западо-Юго-Западный лимб Луны;50;Darwin;186;11g4;075C 080C 233C 237C/S 247C/S;;IV-168-H2;134;134;79;79;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Wrecked circular formation.;Pretty steep slopes supporting Darwin B to the West Crьger to the North-East and crushing Lamarck to the South.;Few high walls ridden by 3 craters to the South-West.;Tormented floor containing the Rimae Darwin. White stains. Hills and lines of crest. Craterlets. Dome with summit craterlet.;3;Очень интересное образование;13;6 дней после Первой Четверти;5 дней после Последней Четверти;5;Невооруженный глаз;10x бинокль
DAUBREE;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Auguste Daubrйe (ex Menelaus S);(??);Не названо;Не названо;Не названо;геолог;Франции;Французский;19;19-го века;Metz;1814;Paris;1896;Member of the french Academy of Sciences in 1861.  Director of School of Mines in 1872.  Author of 'Synthetic studies of experimental geology' in 1879.;14,7;14.7° Восток;15,7;15.7° Север;Северо-Восточный;Юго-Западная часть Mare Serenitatis;23;Linnй;284;1d4;351C 154C 161C;;;15;15;9;9;1590;4800;0,1136;A_________________A;Deformed formation situated on the North rim of Lacus Hiemalis.;Pretty steep slopes.;Pretty high walls collapsed to the North-West.;Flat floor filled with lava communicating with Lacus Gaudii to the North-West.;2;Довольно интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
DAVY;Кратер;Верхний Имбрийский (с -3.8 миллиардов лет до -3.2 миллиардов лет);Sir Humphry Davy;Mдdler (1837);Не названо;Mons Lathmus;Не названо;физик и химик;Англии;Английский;19;19-го века;Penzance;1778;Genзve;1829;Discoverer of the sodium potassium barium strontium and calcium in 1807-1808.  Specialist of the electrolysis. Inventor of the electrical arc and a lamp for miners.;-8,1;8.1° Запад;-11,8;11.8° Юг;Юго-Западный;Западный район кратера Ptolemaeus;43;Lalande;214;9b5 / 13h5;009C 018C 179C 183C;MM143;IV-113-H2;36;36;21;21;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Damaged circular formation.;Pretty steep slopes supporting a perpendicular mountain chain to the North and Catena Davy to the East.;Few high walls ridden to the South-East by Davy A.;Flat floor. Hills and craterlets.;3;Очень интересное образование;8;1 день после Первой Четверти;Последняя Четверть;30;10x бинокль;50 мм рефрактор
DAWES;Кратер;Коперниковский (с -1.1 миллиардов лет до наших дней);William R. Dawes;Birt / Lee (1865);Не названо;Insula;Vitruvius;астроном и философ;Англии;Английский;19;19-го века;?;1799;?;1868;Important works in optical.;26,4;26.4° Восток;17,2;17.2° Север;Северо-Восточный;Юго-Восточная часть Mare Serenitatis;24;Bessel;284;1b4 / 3g5;334C 343C 143C 148C 154C;;IV-085-H2 IV-078-H2;19;19;11;11;2300;7000;0,1278;A_______________A;Isolated circular formation situated on a little marked wrinkle ridge to the extremity of Rimae Plinius.;Pretty steep slopes.;Pretty high walls.;Pretty flat floor filled with lava. Small central relief.;2;Довольно интересное образование;5;5 дней после Новолуния;4 дня после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
DE GASPARIS;Кратер;Нектарийский (с -3.92 миллиардов лет до -3.85 миллиардов лет) ?;Annibale de Gasparis;Schmidt (1878);Не названо;Не названо;Не названо;астроном;Италии;Итальянский;19;19-го века;?;1819;?;1882;Discoverer of 9 asteroids.;-50,7;50.7° Запад;-25,9;25.9° Юг;Юго-Западный;Восточный район Mare Humorum;51;Mersenius;142;11 e2;055C/S 061C/S 067C 225C/S;MM158;;31;31;18;18;770;2300;0,0257;A____________________________________________________________________________________A;Circular formation;Few steep slopes supporting a double crater to the South-East Rimae De Gasparis to the North and to the South.;Few high walls supporting a craterlet to the North-East.;Flat floor filled with lava and supporting Rimae De Gasparis.;3;Очень интересное образование;11;4 дня после Первой Четверти;3 дня после Последней Четверти;30;10x бинокль;50 мм рефрактор
DE LA RUE;Равнина, окруженная валами;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет);Warren de la Rue;Birt / Lee (1865);Не названо;Не названо;Не названо;предприниматель и ученый;Англии;Английский;19;19-го века;Saint Pierre Port;1815;London;1889;Inventor of machines to print in colors and for the folding of envelopes. First stereoscopic cliches of the Moon in 1857.;53;53.0° Восток;59,1;59.1° Север;Северо-Восточный;Северо-Северо-Восточный лимб Луны;6;Strabo;365;2a6 / 4h7;309N 315N 323N 100N 105N 106N 112N 119N 124N;;IV-191-H1 IV-177-H3 IV-068-H1 IV-074-H3;139;139;82;82;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Dismantled formation.;Damaged steep slopes supporting Strabo to the North.;Dislocated walls.;Flat floor supporting De La Rue I and a large craterlet to the center. Lines of crest crack hills and craterlets.;2;Довольно интересное образование;4;4 дня после Новолуния;3 дня после Полнолуния;5;Невооруженный глаз;10x бинокль
DE MORGAN;Кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет) ?;Augustus de Morgan;Birt / Lee (1865);Не названо;Не названо;Не названо;математик;Англии;Английский;19;19-го века;Madura;1806;London;1871;Discoverer of laws of duality in logical.  Author of 'Formal logic or the calculus of inference;14,9;14.9° Восток;3,3;3.3° Север;Северо-Восточный;Восточный район Mare Tranquillitatis;34;Hyginus;282;1d1 / 1d2 / 13c8;351C 154C 161C;;IV-090-H1;10;10;6;6;1900;5800;0,19;A_________A;;Few steep slopes.;Pretty high walls.;Rounded floor.;3;Очень интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
