NAME;LOCAL_NAME;LONGI_360;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;LENGTH_KM_ILCD;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
APOLLO 12 BASE;APOLLO 12 BASE;336,8;HS30000S3368000;30000S3368000;Registered feature;Historical site;No IAU type;Human mission / Soft landing;Human action;14/11/1969;(NASA/USA);Not appliable;Apollo 12 mission landing base;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-23,2;336,8;23 ° 12 '  West;-3;3 ° 0 '  South;Nearside;South-West;Oceanus Procellarum South-East area;42;Fra Mauro;249;Not indicated;Not indicated;Not described;IV-125-H3;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 14 November 1969 / 16h 22mn (TU) from Cape Kennedy. Vehicle 3,9m diameter. Command Module Yankee Clipper (CM) 3,65 m high and 5,6 t.  Service Module (SM) 7,6 m long and 23,1 t. Lunar  Module Intrepid (LM) 6 m high, 4,2 m wide and 15,1 t whom 10,75 t propellants.;;Charles P. CONRAD (Commander) Alan L. BEAN (LM pilot) Richard F.GORDON (CSM Pilot). Landing on November, 1969 at 6h 54mn 35s. First walk on November 19 during 3h 56mn. Second walk on  November during 3h 50mn. Total distance 1350 m.;34.4 collected rocks. Recovery of 10 kg whom video camera on Surveyor 3 probe 180 m distant. Apollo Lunar Surface Experiment Package (ALSEP) with sismometer, ions detector, dust detector, magnetometer, spectrometer, atmosphere analyzer. Thermoelectric generator SNAP-27 using plutonium 238. End of Alsep transmissions on September 30, 1977.;Lift-off  November 20 at 14h 25mn. Surface time : 1d 7h 31mn. Splash down on November 24  at 20h 58 mn. Mission total duration : 10d 4h.;Not described;0;Invisible formation;9;Two days after First Quarter;One day after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 12 LM;APOLLO 12 LM;338,8;HS39400S3388000;39400S3388000;Registered feature;Historical site;No IAU type;Inert equipment / Voluntary impact;Human action;14/11/1969;(NASA/USA);Not appliable;Apollo 12 mission LM ascent stage;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-21,2;338,8;21 ° 12 '  West;-3,94;3 ° 4 '  South;Nearside;South-West;Oceanus Procellarum South-East area;42;Not indicated;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 14 November 1969 / 16h 22mn (TU) from Cape Kennedy. Lunar  Module Intrepid (LM).;;Apollo 12 mission Lunar Module (LM) sent to lunar soil to activate surface sismometers. Impact on November 20, 1969 at 22h 17mn 17s.;Impact at 1.68 km/s with a 3.7Â° angle. Energy 3.36 x 10^16 ergs.;;Not described;0;Invisible formation;9;Two days after First Quarter;One day after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 13 S IV B;APOLLO 13 S IV B;332,14;HS27500S3321400;27500S3321400;Registered feature;Historical site;No IAU type;Inert equipment / Voluntary impact;Human action;13/04/1970;(NASA/USA);Not appliable;Apollo 13 mission S IV B Saturn 5 rocket third stage;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-27,86;332,14;27 ° 52 '  West;-2,75;2 ° 15 '  South;Nearside;South-West;Oceanus Procellarum South-East part;41;Not indicated;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 13 April 1970 from Cape Kennedy.;;Third stage of Apollo 13 mission Saturn 5 rocket sent to lunar soil to activate surface sismometers. Impact on April 15, 1970 at  1h 9mn 41s.;Impact at 2.58 km/s with a 76Â° angle. Energy 4.63 x 10^17 ergs.;;Not described;0;Invisible formation;9;Two days after First Quarter;One day after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
LUNA 16;LUNA 16;56,4;HS8000N564000;8000N564000;Registered feature;Historical site;No IAU type;Probe / Soft landing;Human action;12/09/1970;(USSR / MOM / Lavochkin);Not appliable;Luna 16 / Lunik 16 (Class Ye-8-5);(USSR / MOM / Lavochkin);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;56,4;56,4;56 ° 36 '  East;0,8;0 ° 48 '  North;Nearside;North-East;East Moon limb;38;Neper;229;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 12 September 1970 / 13h 25mn (UT) from BaÃ¯konour.;;Probe 5700 kg. Surface module 1880 kg. Soft landing on September 17, 1970 at 5h 18mn. External arm. Digs soil until 35 cm deep. Surface time : 26h 25mn;Return module Earth landing on September 24 in Kazakhstan with 101 g lunar rocks. Descent stage functional during sevral weeks sending temperature and radiations datas.;;Not described;0;Invisible formation;3;Three days after New Moon;Two days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
LUNA 17;LUNA 17;324,8;HS382000N3248000;382000N3248000;Registered feature;Historical site;No IAU type;Probe / Soft landing;Human action;10/11/1970;(USSR / MOM / Lavochkin);Not appliable;Luna 17 + Lunakhod 1 / Lunik 17 + Lunakhod 1 (Class Ye-8) ;(USSR / MOM / Lavochkin);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-35,2;324,8;35 ° 12 '  West;38,2;38 ° 12 '  North;Nearside;North-West;Mare Imbrium North West part;10;Sinus Iridum;358;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 10 November 1970 / 14h 44mn (UT) from BaÃ¯konour.;;Probe 5600 kg. Surface module 1814 kg with two ramps for Lunakhod 1 descent to soil. Radiocommanded vehicle from earth in real time.;Soft landing in Mare Imbrium. Lunakhod 1 is 2.2 m long, 1.6m wide and 1.35 m high with 8 wheels, each with independant engine and brake. 756 kg mass. Solar panel electrical source. Internal heater with Polonium 210. Speed 1 to 2 km/h. Total distance 10 542 m during 10 monthes. Four cameras whom two stereoscopic.;Physical and mechanical lunar soil analysis with a soil tester at 500 different locations. Chemical analysis at 25 different locations. Magnetometer. Radiometer. Sends more than 20 000 pictures whom 210 panoramas. Mission ends on october 4, 1971.;Not described;0;Invisible formation;10;Three days after First Quarter;Two days after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 14 BASE;APOLLO 14 BASE;342,6;HS36000S3426000;36000S3426000;Registered feature;Historical site;No IAU type;Human mission / Soft landing;Human action;31/01/1971;(NASA/USA);Not appliable;Apollo 14 mission landing base;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-17,4;342,6;17 ° 24 '  West;-3,6;3 ° 24 '  South;Nearside;South-West;Oceanus Procellarum South-East area;42;Fra Mauro;216;Not indicated;Not indicated;Not described;IV-120-H3;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 31 January 1971 / 21h 03mn (TU) from Cape Kennedy. Vehicle 3,9 m diameter. Command Module Kitty Hawk (CM) 3,65 m high and 5,7 t.  Service Module (SM) 7,6 m long and 23,5 t. Lunar  Module Antares (LM) 6 m high, 4,2 m wide and 15,3 t whom 11 t propellants.;;Alan B. SHEPARD (Commander) Edgar D. MITCHELL (LM pilot) Stuart A. Roosa (CSM pilot). Landing on February 5, 1971 at 9h 18mn 11s. LM inclined to 8Â°. First walk on February 5 from 14h 42mn to 19h 30mn (4h 48mn). Second walk on February 6 from 8h 11mn to 12h 45mn (4h 34mn) until Cone crater. Total distance  3.45 km.;42.9 kg collected rocks. Shepard launched a golf ball with a sampler. Use of a special two wheels carrier. Apollo Lunar Surface Experiment Package (ALSEP) with radio transmitter, passive sismometer, active sismometer, ions and dust detectors, magnetometer and laser reflector. Nuclear thermoelectrical generator SNAP-27 with plutonium 238. ALSEP end of transmissions on September 30, 1977.;Lift-off  on February 6 on 18h 48mn. Surface time : 1d 9h 31mn. Splash down on February 24 on 21h 05 mn. Mission total duration : 9d 1h.;Not described;0;Invisible formation;8;One day after First Quarter;Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 14 LM;APOLLO 14 LM;340,33;HS34200S3403300;34200S3403300;Registered feature;Historical site;No IAU type;Inert equipment / Voluntary impact;Human action;31/01/1971;(NASA/USA);Not appliable;Apollo 14 mission LM ascent stage;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-19,67;340,33;19 ° 40 '  West;-3,42;3 ° 35 '  South;Nearside;South-West;Oceanus Procellarum South-East area;42;Not indicated;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 31 January 1971 / 21h 03mn (TU) from Cape Kennedy. Lunar  Module Antares (LM).;;Apollo 14 mission Lunar Module (LM) sent to lunar soil to activate surface sismometers. Impact on February 7,1971 at 0h 45mn 25s.;Impact at 1.68 km/s with a 3,6Â° angle. Energy  3.25 x 10^16 ergs.;;Not described;0;Invisible formation;9;Two days after First Quarter;One day after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 14 S IV B;APOLLO 14 S IV B;333,98;HS80900S3339800;80900S3339800;Registered feature;Historical site;No IAU type;Inert equipment / Voluntary impact;Human action;31/01/1971;(NASA/USA);Not appliable;Apollo 14 mission S IV B Saturn 5 rocket third stage;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-26,02;333,98;26 ° 1 '  West;-8,09;8 ° 55 '  South;Nearside;South-West;Oceanus Procellarum South-East area;42;Not indicated;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 31 January 1971 from Cape Kennedy.;;Third stage of Apollo 14 mission Saturn 5 rocket sent to lunar soil to activate surface sismometers. Impact on February 4,1971 at  7h 40mn 25s.;Impact at 2.54 km/s with a 69Â° angle. Energy 4.52 x 10^17 ergs.;;Not described;0;Invisible formation;9;Two days after First Quarter;One day after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 15 BASE;APOLLO 15 BASE;3,6;HS260000N36000;260000N36000;Registered feature;Historical site;No IAU type;Human mission / Soft landing;Human action;26/07/1971;(NASA/USA);Not appliable;Apollo 15 mission landing base;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;3,6;3,6;3 ° 24 '  East;26;26 ° 0 '  North;Nearside;North-East;Montes Apenninus area;22;Conon;322;Not indicated;Not indicated;Not described;IV-102-H3 IV-103-H1 IV-110-H1;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 26 July 1971 from Cape Kennedy / 13h 34mn (TU). Vehicle 3,9m diameter. Command Module Endeavour (CM) 3,65 m high and 5,7 t.  Service Module (SM) 7,6 m long and 23,5 t. Lunar  Module Falcon (LM) from 6 m high, 4,2 m wide and 16,4 t whom 12 t propellants.;;David R. SCOTT (Commander) James B. IRWIN (LM pilot) Alfred M. WORDEN (CSM pilot). Soft landing on July 30, 1971 on 22h 16mn 29s. First walk on july 31 from 13h 13mn to 19h 45mn (6h 32mn long). First excursion with LRV on August 1st from 11h 48mn to 19h 01mn (7h 13mn long). Second excursion with LRV on August 2nd from 8h 52mn to 13h 42mn (4h 50mn long) until Rima Hadley. Total distance 27.9 km until 5 km from LM.;First use of Lunar Roving Vehicle (LRV). Four wheels with independant electrical engine. Stick driving. 76.8 kg collected rocks. Scott showed that a feather and a hammer falls with the same speed because of the atmosphere lack. Dig to 2.36 m deep. Rima Hadley survey. Apollo Lunar Surface Experiment Package (ALSEP) with radio transmitter, passive sismometer, atmosphere measurement, ions and dust detectors. Thermal flux measurement. Nuclear thermoelectrical generator SNAP-27 with plutonium 238. ALSEP end of transmissions on September 30, 1977.;Lift-off  August 2nd on 14h 25mn. Surface time : 2d 18h 55mn. Launch of a lunar sub-satellite on August 3rd on 20h 13mn. Worden 38 mn spacewalk on August 5. Splash down on August 7 at 20h 45 mn. Mission total duration : 12d 7h 11mn.;Not described;0;Invisible formation;7;First Quarter;Six days after Full moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 15 LM;APOLLO 15 LM;0,25;HS263600N2500;263600N2500;Registered feature;Historical site;No IAU type;Inert equipment / Voluntary impact;Human action;26/07/1971;(NASA/USA);Not appliable;Apollo 15 mission LM ascent stage;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;0,25;0,25;0 ° 45 '  East;26,36;26 ° 22 '  North;Nearside;North-East;Montes Apenninus area;22;Not indicated;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 26 July 1971 from Cape Kennedy / 13h 34mn (TU). Lunar  Module Falcon (LM).;;Apollo 15 mission Lunar Module (LM) sent to lunar soil to activate surface sismometers. Impact on August 3, 1971 at 3h 03mn 37s.;Impact at 1.7 km/s with a 3,2Â° angle. Energy 3,4 x 10^16 ergs.;;Not described;0;Invisible formation;7;First Quarter;Six days after Full moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 15 S IV B;APOLLO 15 S IV B;348,19;HS15100S3481900;15100S3481900;Registered feature;Historical site;No IAU type;Inert equipment / Voluntary impact;Human action;26/07/1971;(NASA/USA);Not appliable;Apollo 15 mission S IV B Saturn 5 rocket third stage;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-11,81;348,19;11 ° 49 '  West;-1,51;1 ° 29 '  South;Nearside;South-West;Ptoleameus crater West area;43;Not indicated;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 26 July 1971 from Cape Kennedy.;;Third stage of Apollo 15 mission Saturn 5 rocket sent to lunar soil to activate surface sismometers. Impact on July 29, 1971 at  20h 58mn 43s.;Impact at 2.58 km/s with a 62Â° angle. Energy 4.61 x 10^17 ergs.;;Not described;0;Invisible formation;8;One day after First Quarter;Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
LUNA 18;LUNA 18;56,4;HS34000N564000;34000N564000;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;02/09/1971;(USSR / MOM / Lavochkin);Not appliable;Luna 18 / Lunik 18 (Class Ye-8-5);(USSR / MOM / Lavochkin);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;56,4;56,4;56 ° 36 '  East;3,4;3 ° 24 '  North;Nearside;North-East;East Moon limb;38;Neper;229;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 2 September 1971 / 13h 40mn (UT) from BaÃ¯konour.;;Probe 5700 kg. Same class as Luna 16. Surface module 1880 kg with samples return stage. Lunar orbit on September 7.;54 lunar orbits done before soft landing attempt. Interrupted communications just at soil contact on September 11.;;Not described;0;Invisible formation;3;Three days after New Moon;Two days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
LUNA 20;LUNA 20;56,4;HS34000N564000;34000N564000;Registered feature;Historical site;No IAU type;Probe / Soft landing;Human action;14/02/1972;(USSR / MOM / Lavochkin);Not appliable;Luna 20 / Lunik 20 (Class Ye-8-5);(USSR / MOM / Lavochkin);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;56,4;56,4;56 ° 36 '  East;3,4;3 ° 24 '  North;Nearside;North-East;East Moon limb;38;Neper;229;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 14 February 1972 / 3h 27mn (UT) from BaÃ¯konour.;;Probe 5700 kg. Same class as Luna 16. Surface module 1880 kg with samples return stage. Lunar orbit on February 18. Soft landing on September 17, 1970 at 5h 18mn. External arm. Digs soil until 35 cm deep. Surface time : 26h 25mn;Panoramic pictures. Soft Return module Earth landing on February 25 with 30 g lunar rocks. Descent stage functional during sevral weeks sending temperature and radiations datas.;;Not described;0;Invisible formation;3;Three days after New Moon;Two days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
